,Premise 1,Premise 2,Premise 3,Conclusion,participant_id,Domain,Similarity,Normalized Similarity
61890,blouse,,,scarf,22,Clothing,1.0,-0.7297508446661689
61891,blouse,,,panties,22,Clothing,1.0,-0.7297508446661689
61892,blouse,,,socks,22,Clothing,2.0,-0.5046149457797976
61893,blouse,,,sweater,22,Clothing,1.0,-0.7297508446661689
61894,blouse,,,top,22,Clothing,4.0,-0.054343148007055
61895,blouse,,,pullover,22,Clothing,4.0,-0.054343148007055
61896,blouse,,,t-shirt,22,Clothing,5.0,0.1707927508793161
61897,blouse,,,mittens,22,Clothing,1.0,-0.7297508446661689
61898,blouse,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
61899,pants,,,tie,22,Clothing,9.0,1.0713363464248014
61900,pants,,,shirt,22,Clothing,15.0,2.422151739743029
61901,pants,,,hat,22,Clothing,1.0,-0.7297508446661689
61902,pants,,,coat,22,Clothing,4.0,-0.054343148007055
61903,pants,,,jeans,22,Clothing,18.0,3.097559436402143
61904,pants,,,tracksuit,22,Clothing,16.0,2.6472876386294
61905,pants,,,dress,22,Clothing,2.0,-0.5046149457797976
61906,pants,,,suit,22,Clothing,18.0,3.097559436402143
61907,pants,,,boots,22,Clothing,5.0,0.1707927508793161
61908,pants,,,beanie,22,Clothing,9.0,1.0713363464248014
61909,pants,,,cap,22,Clothing,6.0,0.3959286497656874
61910,pants,,,pyjamas,22,Clothing,18.0,3.097559436402143
61911,pants,,,belt,22,Clothing,18.0,3.097559436402143
61912,pants,,,skirt,22,Clothing,15.0,2.422151739743029
61913,pants,,,dungarees,22,Clothing,18.0,3.097559436402143
61914,pants,,,shoes,22,Clothing,12.0,1.746744043083915
61915,pants,,,shorts,22,Clothing,5.0,0.1707927508793161
61916,pants,,,scarf,22,Clothing,2.0,-0.5046149457797976
61917,pants,,,panties,22,Clothing,1.0,-0.7297508446661689
61918,pants,,,socks,22,Clothing,8.0,0.8462004475384299
61919,pants,,,sweater,22,Clothing,2.0,-0.5046149457797976
61920,pants,,,top,22,Clothing,2.0,-0.5046149457797976
61921,pants,,,pullover,22,Clothing,3.0,-0.2794790468934263
61922,pants,,,t-shirt,22,Clothing,6.0,0.3959286497656874
61923,pants,,,mittens,22,Clothing,1.0,-0.7297508446661689
61924,pants,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
61925,tie,,,shirt,22,Clothing,17.0,2.8724235375157714
61926,tie,,,hat,22,Clothing,1.0,-0.7297508446661689
61927,tie,,,coat,22,Clothing,5.0,0.1707927508793161
61928,tie,,,jeans,22,Clothing,2.0,-0.5046149457797976
61929,tie,,,tracksuit,22,Clothing,1.0,-0.7297508446661689
61930,tie,,,dress,22,Clothing,1.0,-0.7297508446661689
61931,tie,,,suit,22,Clothing,19.0,3.322695335288514
61932,tie,,,boots,22,Clothing,1.0,-0.7297508446661689
61933,tie,,,beanie,22,Clothing,2.0,-0.5046149457797976
61934,tie,,,cap,22,Clothing,2.0,-0.5046149457797976
61935,tie,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
61936,tie,,,belt,22,Clothing,9.0,1.0713363464248014
61937,tie,,,skirt,22,Clothing,1.0,-0.7297508446661689
61938,tie,,,dungarees,22,Clothing,1.0,-0.7297508446661689
61939,tie,,,shoes,22,Clothing,2.0,-0.5046149457797976
61940,tie,,,shorts,22,Clothing,1.0,-0.7297508446661689
61941,tie,,,scarf,22,Clothing,2.0,-0.5046149457797976
61942,tie,,,panties,22,Clothing,1.0,-0.7297508446661689
61943,tie,,,socks,22,Clothing,4.0,-0.054343148007055
61944,tie,,,sweater,22,Clothing,1.0,-0.7297508446661689
61945,tie,,,top,22,Clothing,1.0,-0.7297508446661689
61946,tie,,,pullover,22,Clothing,1.0,-0.7297508446661689
61947,tie,,,t-shirt,22,Clothing,2.0,-0.5046149457797976
61948,tie,,,mittens,22,Clothing,1.0,-0.7297508446661689
61949,tie,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
61950,shirt,,,hat,22,Clothing,7.0,0.6210645486520587
61951,shirt,,,coat,22,Clothing,4.0,-0.054343148007055
61952,shirt,,,jeans,22,Clothing,4.0,-0.054343148007055
61953,shirt,,,tracksuit,22,Clothing,1.0,-0.7297508446661689
61954,shirt,,,dress,22,Clothing,1.0,-0.7297508446661689
61955,shirt,,,suit,22,Clothing,19.0,3.322695335288514
61956,shirt,,,boots,22,Clothing,1.0,-0.7297508446661689
61957,shirt,,,beanie,22,Clothing,3.0,-0.2794790468934263
61958,shirt,,,cap,22,Clothing,2.0,-0.5046149457797976
61959,shirt,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
61960,shirt,,,belt,22,Clothing,8.0,0.8462004475384299
61961,shirt,,,skirt,22,Clothing,1.0,-0.7297508446661689
61962,shirt,,,dungarees,22,Clothing,1.0,-0.7297508446661689
61963,shirt,,,shoes,22,Clothing,8.0,0.8462004475384299
61964,shirt,,,shorts,22,Clothing,1.0,-0.7297508446661689
61965,shirt,,,scarf,22,Clothing,5.0,0.1707927508793161
61966,shirt,,,panties,22,Clothing,1.0,-0.7297508446661689
61967,shirt,,,socks,22,Clothing,2.0,-0.5046149457797976
61968,shirt,,,sweater,22,Clothing,7.0,0.6210645486520587
61969,shirt,,,top,22,Clothing,1.0,-0.7297508446661689
61970,shirt,,,pullover,22,Clothing,7.0,0.6210645486520587
61971,shirt,,,t-shirt,22,Clothing,2.0,-0.5046149457797976
61972,shirt,,,mittens,22,Clothing,15.0,2.422151739743029
61973,shirt,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
61974,hat,,,coat,22,Clothing,11.0,1.5216081441975438
61975,hat,,,jeans,22,Clothing,4.0,-0.054343148007055
61976,hat,,,tracksuit,22,Clothing,1.0,-0.7297508446661689
61977,hat,,,dress,22,Clothing,4.0,-0.054343148007055
61978,hat,,,suit,22,Clothing,4.0,-0.054343148007055
61979,hat,,,boots,22,Clothing,5.0,0.1707927508793161
61980,hat,,,beanie,22,Clothing,8.0,0.8462004475384299
61981,hat,,,cap,22,Clothing,8.0,0.8462004475384299
61982,hat,,,pyjamas,22,Clothing,11.0,1.5216081441975438
61983,hat,,,belt,22,Clothing,1.0,-0.7297508446661689
61984,hat,,,skirt,22,Clothing,8.0,0.8462004475384299
61985,hat,,,dungarees,22,Clothing,2.0,-0.5046149457797976
61986,hat,,,shoes,22,Clothing,2.0,-0.5046149457797976
61987,hat,,,shorts,22,Clothing,1.0,-0.7297508446661689
61988,hat,,,scarf,22,Clothing,9.0,1.0713363464248014
61989,hat,,,panties,22,Clothing,1.0,-0.7297508446661689
61990,hat,,,socks,22,Clothing,1.0,-0.7297508446661689
61991,hat,,,sweater,22,Clothing,1.0,-0.7297508446661689
61992,hat,,,top,22,Clothing,1.0,-0.7297508446661689
61993,hat,,,pullover,22,Clothing,1.0,-0.7297508446661689
61994,hat,,,t-shirt,22,Clothing,2.0,-0.5046149457797976
61995,hat,,,mittens,22,Clothing,4.0,-0.054343148007055
61996,hat,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
61997,coat,,,jeans,22,Clothing,3.0,-0.2794790468934263
61998,coat,,,tracksuit,22,Clothing,2.0,-0.5046149457797976
61999,coat,,,dress,22,Clothing,8.0,0.8462004475384299
62000,coat,,,suit,22,Clothing,3.0,-0.2794790468934263
62001,coat,,,boots,22,Clothing,1.0,-0.7297508446661689
62002,coat,,,beanie,22,Clothing,8.0,0.8462004475384299
62003,coat,,,cap,22,Clothing,2.0,-0.5046149457797976
62004,coat,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62005,coat,,,belt,22,Clothing,1.0,-0.7297508446661689
62006,coat,,,skirt,22,Clothing,3.0,-0.2794790468934263
62007,coat,,,dungarees,22,Clothing,8.0,0.8462004475384299
62008,coat,,,shoes,22,Clothing,8.0,0.8462004475384299
62009,coat,,,shorts,22,Clothing,2.0,-0.5046149457797976
62010,coat,,,scarf,22,Clothing,14.0,2.1970158408566576
62011,coat,,,panties,22,Clothing,1.0,-0.7297508446661689
62012,coat,,,socks,22,Clothing,2.0,-0.5046149457797976
62013,coat,,,sweater,22,Clothing,2.0,-0.5046149457797976
62014,coat,,,top,22,Clothing,1.0,-0.7297508446661689
62015,coat,,,pullover,22,Clothing,11.0,1.5216081441975438
62016,coat,,,t-shirt,22,Clothing,4.0,-0.054343148007055
62017,coat,,,mittens,22,Clothing,4.0,-0.054343148007055
62018,coat,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62019,jeans,,,tracksuit,22,Clothing,1.0,-0.7297508446661689
62020,jeans,,,dress,22,Clothing,1.0,-0.7297508446661689
62021,jeans,,,suit,22,Clothing,1.0,-0.7297508446661689
62022,jeans,,,boots,22,Clothing,6.0,0.3959286497656874
62023,jeans,,,beanie,22,Clothing,2.0,-0.5046149457797976
62024,jeans,,,cap,22,Clothing,9.0,1.0713363464248014
62025,jeans,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62026,jeans,,,belt,22,Clothing,1.0,-0.7297508446661689
62027,jeans,,,skirt,22,Clothing,4.0,-0.054343148007055
62028,jeans,,,dungarees,22,Clothing,16.0,2.6472876386294
62029,jeans,,,shoes,22,Clothing,2.0,-0.5046149457797976
62030,jeans,,,shorts,22,Clothing,6.0,0.3959286497656874
62031,jeans,,,scarf,22,Clothing,2.0,-0.5046149457797976
62032,jeans,,,panties,22,Clothing,1.0,-0.7297508446661689
62033,jeans,,,socks,22,Clothing,11.0,1.5216081441975438
62034,jeans,,,sweater,22,Clothing,9.0,1.0713363464248014
62035,jeans,,,top,22,Clothing,9.0,1.0713363464248014
62036,jeans,,,pullover,22,Clothing,6.0,0.3959286497656874
62037,jeans,,,t-shirt,22,Clothing,5.0,0.1707927508793161
62038,jeans,,,mittens,22,Clothing,2.0,-0.5046149457797976
62039,jeans,,,bathing suit,22,Clothing,9.0,1.0713363464248014
62040,tracksuit,,,dress,22,Clothing,1.0,-0.7297508446661689
62041,tracksuit,,,suit,22,Clothing,1.0,-0.7297508446661689
62042,tracksuit,,,boots,22,Clothing,1.0,-0.7297508446661689
62043,tracksuit,,,beanie,22,Clothing,5.0,0.1707927508793161
62044,tracksuit,,,cap,22,Clothing,8.0,0.8462004475384299
62045,tracksuit,,,pyjamas,22,Clothing,2.0,-0.5046149457797976
62046,tracksuit,,,belt,22,Clothing,1.0,-0.7297508446661689
62047,tracksuit,,,skirt,22,Clothing,1.0,-0.7297508446661689
62048,tracksuit,,,dungarees,22,Clothing,4.0,-0.054343148007055
62049,tracksuit,,,shoes,22,Clothing,8.0,0.8462004475384299
62050,tracksuit,,,shorts,22,Clothing,10.0,1.2964722453111726
62051,tracksuit,,,scarf,22,Clothing,5.0,0.1707927508793161
62052,tracksuit,,,panties,22,Clothing,1.0,-0.7297508446661689
62053,tracksuit,,,socks,22,Clothing,5.0,0.1707927508793161
62054,tracksuit,,,sweater,22,Clothing,8.0,0.8462004475384299
62055,tracksuit,,,top,22,Clothing,5.0,0.1707927508793161
62056,tracksuit,,,pullover,22,Clothing,8.0,0.8462004475384299
62057,tracksuit,,,t-shirt,22,Clothing,8.0,0.8462004475384299
62058,tracksuit,,,mittens,22,Clothing,3.0,-0.2794790468934263
62059,tracksuit,,,bathing suit,22,Clothing,4.0,-0.054343148007055
62060,dress,,,suit,22,Clothing,14.0,2.1970158408566576
62061,dress,,,boots,22,Clothing,1.0,-0.7297508446661689
62062,dress,,,beanie,22,Clothing,3.0,-0.2794790468934263
62063,dress,,,cap,22,Clothing,1.0,-0.7297508446661689
62064,dress,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62065,dress,,,belt,22,Clothing,1.0,-0.7297508446661689
62066,dress,,,skirt,22,Clothing,3.0,-0.2794790468934263
62067,dress,,,dungarees,22,Clothing,2.0,-0.5046149457797976
62068,dress,,,shoes,22,Clothing,4.0,-0.054343148007055
62069,dress,,,shorts,22,Clothing,2.0,-0.5046149457797976
62070,dress,,,scarf,22,Clothing,2.0,-0.5046149457797976
62071,dress,,,panties,22,Clothing,10.0,1.2964722453111726
62072,dress,,,socks,22,Clothing,1.0,-0.7297508446661689
62073,dress,,,sweater,22,Clothing,1.0,-0.7297508446661689
62074,dress,,,top,22,Clothing,5.0,0.1707927508793161
62075,dress,,,pullover,22,Clothing,2.0,-0.5046149457797976
62076,dress,,,t-shirt,22,Clothing,2.0,-0.5046149457797976
62077,dress,,,mittens,22,Clothing,1.0,-0.7297508446661689
62078,dress,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62079,suit,,,boots,22,Clothing,1.0,-0.7297508446661689
62080,suit,,,beanie,22,Clothing,1.0,-0.7297508446661689
62081,suit,,,cap,22,Clothing,1.0,-0.7297508446661689
62082,suit,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62083,suit,,,belt,22,Clothing,15.0,2.422151739743029
62084,suit,,,skirt,22,Clothing,3.0,-0.2794790468934263
62085,suit,,,dungarees,22,Clothing,1.0,-0.7297508446661689
62086,suit,,,shoes,22,Clothing,11.0,1.5216081441975438
62087,suit,,,shorts,22,Clothing,1.0,-0.7297508446661689
62088,suit,,,scarf,22,Clothing,5.0,0.1707927508793161
62089,suit,,,panties,22,Clothing,1.0,-0.7297508446661689
62090,suit,,,socks,22,Clothing,7.0,0.6210645486520587
62091,suit,,,sweater,22,Clothing,2.0,-0.5046149457797976
62092,suit,,,top,22,Clothing,2.0,-0.5046149457797976
62093,suit,,,pullover,22,Clothing,2.0,-0.5046149457797976
62094,suit,,,t-shirt,22,Clothing,5.0,0.1707927508793161
62095,suit,,,mittens,22,Clothing,1.0,-0.7297508446661689
62096,suit,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62097,boots,,,beanie,22,Clothing,8.0,0.8462004475384299
62098,boots,,,cap,22,Clothing,10.0,1.2964722453111726
62099,boots,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62100,boots,,,belt,22,Clothing,1.0,-0.7297508446661689
62101,boots,,,skirt,22,Clothing,1.0,-0.7297508446661689
62102,boots,,,dungarees,22,Clothing,1.0,-0.7297508446661689
62103,boots,,,shoes,22,Clothing,8.0,0.8462004475384299
62104,boots,,,shorts,22,Clothing,4.0,-0.054343148007055
62105,boots,,,scarf,22,Clothing,5.0,0.1707927508793161
62106,boots,,,panties,22,Clothing,1.0,-0.7297508446661689
62107,boots,,,socks,22,Clothing,8.0,0.8462004475384299
62108,boots,,,sweater,22,Clothing,8.0,0.8462004475384299
62109,boots,,,top,22,Clothing,2.0,-0.5046149457797976
62110,boots,,,pullover,22,Clothing,9.0,1.0713363464248014
62111,boots,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62112,boots,,,mittens,22,Clothing,1.0,-0.7297508446661689
62113,boots,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62114,beanie,,,cap,22,Clothing,19.0,3.322695335288514
62115,beanie,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62116,beanie,,,belt,22,Clothing,5.0,0.1707927508793161
62117,beanie,,,skirt,22,Clothing,2.0,-0.5046149457797976
62118,beanie,,,dungarees,22,Clothing,4.0,-0.054343148007055
62119,beanie,,,shoes,22,Clothing,1.0,-0.7297508446661689
62120,beanie,,,shorts,22,Clothing,2.0,-0.5046149457797976
62121,beanie,,,scarf,22,Clothing,8.0,0.8462004475384299
62122,beanie,,,panties,22,Clothing,1.0,-0.7297508446661689
62123,beanie,,,socks,22,Clothing,2.0,-0.5046149457797976
62124,beanie,,,sweater,22,Clothing,5.0,0.1707927508793161
62125,beanie,,,top,22,Clothing,1.0,-0.7297508446661689
62126,beanie,,,pullover,22,Clothing,8.0,0.8462004475384299
62127,beanie,,,t-shirt,22,Clothing,2.0,-0.5046149457797976
62128,beanie,,,mittens,22,Clothing,19.0,3.322695335288514
62129,beanie,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62130,cap,,,pyjamas,22,Clothing,1.0,-0.7297508446661689
62131,cap,,,belt,22,Clothing,1.0,-0.7297508446661689
62132,cap,,,skirt,22,Clothing,4.0,-0.054343148007055
62133,cap,,,dungarees,22,Clothing,1.0,-0.7297508446661689
62134,cap,,,shoes,22,Clothing,2.0,-0.5046149457797976
62135,cap,,,shorts,22,Clothing,2.0,-0.5046149457797976
62136,cap,,,scarf,22,Clothing,14.0,2.1970158408566576
62137,cap,,,panties,22,Clothing,5.0,0.1707927508793161
62138,cap,,,socks,22,Clothing,2.0,-0.5046149457797976
62139,cap,,,sweater,22,Clothing,8.0,0.8462004475384299
62140,cap,,,top,22,Clothing,5.0,0.1707927508793161
62141,cap,,,pullover,22,Clothing,2.0,-0.5046149457797976
62142,cap,,,t-shirt,22,Clothing,8.0,0.8462004475384299
62143,cap,,,mittens,22,Clothing,10.0,1.2964722453111726
62144,cap,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62145,pyjamas,,,belt,22,Clothing,1.0,-0.7297508446661689
62146,pyjamas,,,skirt,22,Clothing,2.0,-0.5046149457797976
62147,pyjamas,,,dungarees,22,Clothing,1.0,-0.7297508446661689
62148,pyjamas,,,shoes,22,Clothing,1.0,-0.7297508446661689
62149,pyjamas,,,shorts,22,Clothing,6.0,0.3959286497656874
62150,pyjamas,,,scarf,22,Clothing,2.0,-0.5046149457797976
62151,pyjamas,,,panties,22,Clothing,6.0,0.3959286497656874
62152,pyjamas,,,socks,22,Clothing,7.0,0.6210645486520587
62153,pyjamas,,,sweater,22,Clothing,8.0,0.8462004475384299
62154,pyjamas,,,top,22,Clothing,15.0,2.422151739743029
62155,pyjamas,,,pullover,22,Clothing,2.0,-0.5046149457797976
62156,pyjamas,,,t-shirt,22,Clothing,11.0,1.5216081441975438
62157,pyjamas,,,mittens,22,Clothing,1.0,-0.7297508446661689
62158,pyjamas,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62159,belt,,,skirt,22,Clothing,2.0,-0.5046149457797976
62160,belt,,,dungarees,22,Clothing,1.0,-0.7297508446661689
62161,belt,,,shoes,22,Clothing,1.0,-0.7297508446661689
62162,belt,,,shorts,22,Clothing,1.0,-0.7297508446661689
62163,belt,,,scarf,22,Clothing,1.0,-0.7297508446661689
62164,belt,,,panties,22,Clothing,1.0,-0.7297508446661689
62165,belt,,,socks,22,Clothing,1.0,-0.7297508446661689
62166,belt,,,sweater,22,Clothing,1.0,-0.7297508446661689
62167,belt,,,top,22,Clothing,1.0,-0.7297508446661689
62168,belt,,,pullover,22,Clothing,1.0,-0.7297508446661689
62169,belt,,,t-shirt,22,Clothing,2.0,-0.5046149457797976
62170,belt,,,mittens,22,Clothing,2.0,-0.5046149457797976
62171,belt,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62172,skirt,,,dungarees,22,Clothing,1.0,-0.7297508446661689
62173,skirt,,,shoes,22,Clothing,2.0,-0.5046149457797976
62174,skirt,,,shorts,22,Clothing,2.0,-0.5046149457797976
62175,skirt,,,scarf,22,Clothing,2.0,-0.5046149457797976
62176,skirt,,,panties,22,Clothing,2.0,-0.5046149457797976
62177,skirt,,,socks,22,Clothing,4.0,-0.054343148007055
62178,skirt,,,sweater,22,Clothing,3.0,-0.2794790468934263
62179,skirt,,,top,22,Clothing,6.0,0.3959286497656874
62180,skirt,,,pullover,22,Clothing,4.0,-0.054343148007055
62181,skirt,,,t-shirt,22,Clothing,11.0,1.5216081441975438
62182,skirt,,,mittens,22,Clothing,1.0,-0.7297508446661689
62183,skirt,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62184,dungarees,,,shoes,22,Clothing,2.0,-0.5046149457797976
62185,dungarees,,,shorts,22,Clothing,2.0,-0.5046149457797976
62186,dungarees,,,scarf,22,Clothing,2.0,-0.5046149457797976
62187,dungarees,,,panties,22,Clothing,11.0,1.5216081441975438
62188,dungarees,,,socks,22,Clothing,1.0,-0.7297508446661689
62189,dungarees,,,sweater,22,Clothing,1.0,-0.7297508446661689
62190,dungarees,,,top,22,Clothing,5.0,0.1707927508793161
62191,dungarees,,,pullover,22,Clothing,5.0,0.1707927508793161
62192,dungarees,,,t-shirt,22,Clothing,8.0,0.8462004475384299
62193,dungarees,,,mittens,22,Clothing,2.0,-0.5046149457797976
62194,dungarees,,,bathing suit,22,Clothing,8.0,0.8462004475384299
62195,shoes,,,shorts,22,Clothing,3.0,-0.2794790468934263
62196,shoes,,,scarf,22,Clothing,7.0,0.6210645486520587
62197,shoes,,,panties,22,Clothing,1.0,-0.7297508446661689
62198,shoes,,,socks,22,Clothing,18.0,3.097559436402143
62199,shoes,,,sweater,22,Clothing,2.0,-0.5046149457797976
62200,shoes,,,top,22,Clothing,1.0,-0.7297508446661689
62201,shoes,,,pullover,22,Clothing,4.0,-0.054343148007055
62202,shoes,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62203,shoes,,,mittens,22,Clothing,4.0,-0.054343148007055
62204,shoes,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62205,shorts,,,scarf,22,Clothing,1.0,-0.7297508446661689
62206,shorts,,,panties,22,Clothing,3.0,-0.2794790468934263
62207,shorts,,,socks,22,Clothing,2.0,-0.5046149457797976
62208,shorts,,,sweater,22,Clothing,6.0,0.3959286497656874
62209,shorts,,,top,22,Clothing,12.0,1.746744043083915
62210,shorts,,,pullover,22,Clothing,5.0,0.1707927508793161
62211,shorts,,,t-shirt,22,Clothing,8.0,0.8462004475384299
62212,shorts,,,mittens,22,Clothing,1.0,-0.7297508446661689
62213,shorts,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62214,scarf,,,panties,22,Clothing,1.0,-0.7297508446661689
62215,scarf,,,socks,22,Clothing,1.0,-0.7297508446661689
62216,scarf,,,sweater,22,Clothing,2.0,-0.5046149457797976
62217,scarf,,,top,22,Clothing,1.0,-0.7297508446661689
62218,scarf,,,pullover,22,Clothing,8.0,0.8462004475384299
62219,scarf,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62220,scarf,,,mittens,22,Clothing,17.0,2.8724235375157714
62221,scarf,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62222,panties,,,socks,22,Clothing,1.0,-0.7297508446661689
62223,panties,,,sweater,22,Clothing,2.0,-0.5046149457797976
62224,panties,,,top,22,Clothing,8.0,0.8462004475384299
62225,panties,,,pullover,22,Clothing,12.0,1.746744043083915
62226,panties,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62227,panties,,,mittens,22,Clothing,1.0,-0.7297508446661689
62228,panties,,,bathing suit,22,Clothing,5.0,0.1707927508793161
62229,socks,,,sweater,22,Clothing,4.0,-0.054343148007055
62230,socks,,,top,22,Clothing,1.0,-0.7297508446661689
62231,socks,,,pullover,22,Clothing,2.0,-0.5046149457797976
62232,socks,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62233,socks,,,mittens,22,Clothing,6.0,0.3959286497656874
62234,socks,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62235,sweater,,,top,22,Clothing,4.0,-0.054343148007055
62236,sweater,,,pullover,22,Clothing,18.0,3.097559436402143
62237,sweater,,,t-shirt,22,Clothing,6.0,0.3959286497656874
62238,sweater,,,mittens,22,Clothing,3.0,-0.2794790468934263
62239,sweater,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62240,top,,,pullover,22,Clothing,5.0,0.1707927508793161
62241,top,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62242,top,,,mittens,22,Clothing,2.0,-0.5046149457797976
62243,top,,,bathing suit,22,Clothing,15.0,2.422151739743029
62244,pullover,,,t-shirt,22,Clothing,1.0,-0.7297508446661689
62245,pullover,,,mittens,22,Clothing,4.0,-0.054343148007055
62246,pullover,,,bathing suit,22,Clothing,8.0,0.8462004475384299
62247,t-shirt,,,mittens,22,Clothing,1.0,-0.7297508446661689
62248,t-shirt,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62249,mittens,,,bathing suit,22,Clothing,1.0,-0.7297508446661689
62250,bra,,,blouse,23,Clothing,14.0,0.8134927195791823
62251,bra,,,pants,23,Clothing,5.0,-0.4788996270913969
62252,bra,,,tie,23,Clothing,10.0,0.2390961210589249
62253,bra,,,shirt,23,Clothing,2.0,-0.90969707598159
62254,bra,,,hat,23,Clothing,1.0,-1.0532962256116545
62255,bra,,,coat,23,Clothing,2.0,-0.90969707598159
62256,bra,,,jeans,23,Clothing,16.0,1.100691018839311
62257,bra,,,tracksuit,23,Clothing,4.0,-0.6224987767214613
62258,bra,,,dress,23,Clothing,13.0,0.669893569949118
62259,bra,,,suit,23,Clothing,1.0,-1.0532962256116545
62260,bra,,,boots,23,Clothing,1.0,-1.0532962256116545
62261,bra,,,beanie,23,Clothing,1.0,-1.0532962256116545
62262,bra,,,cap,23,Clothing,1.0,-1.0532962256116545
62263,bra,,,pyjamas,23,Clothing,4.0,-0.6224987767214613
62264,bra,,,belt,23,Clothing,15.0,0.9570918692092468
62265,bra,,,skirt,23,Clothing,16.0,1.100691018839311
62266,bra,,,dungarees,23,Clothing,7.0,-0.1917013278312682
62267,bra,,,shoes,23,Clothing,2.0,-0.90969707598159
62268,bra,,,shorts,23,Clothing,2.0,-0.90969707598159
62269,bra,,,scarf,23,Clothing,2.0,-0.90969707598159
62270,bra,,,panties,23,Clothing,2.0,-0.90969707598159
62271,bra,,,socks,23,Clothing,18.0,1.3878893180994398
62272,bra,,,sweater,23,Clothing,13.0,0.669893569949118
62273,bra,,,top,23,Clothing,18.0,1.3878893180994398
62274,bra,,,pullover,23,Clothing,1.0,-1.0532962256116545
62275,bra,,,t-shirt,23,Clothing,13.0,0.669893569949118
62276,bra,,,mittens,23,Clothing,1.0,-1.0532962256116545
62277,bra,,,bathing suit,23,Clothing,2.0,-0.90969707598159
62278,blouse,,,pants,23,Clothing,18.0,1.3878893180994398
62279,blouse,,,tie,23,Clothing,2.0,-0.90969707598159
62280,blouse,,,shirt,23,Clothing,15.0,0.9570918692092468
62281,blouse,,,hat,23,Clothing,3.0,-0.7660979263515256
62282,blouse,,,coat,23,Clothing,16.0,1.100691018839311
62283,blouse,,,jeans,23,Clothing,17.0,1.2442901684693757
62284,blouse,,,tracksuit,23,Clothing,16.0,1.100691018839311
62285,blouse,,,dress,23,Clothing,12.0,0.5262944203190536
62286,blouse,,,suit,23,Clothing,16.0,1.100691018839311
62287,blouse,,,boots,23,Clothing,12.0,0.5262944203190536
62288,blouse,,,beanie,23,Clothing,15.0,0.9570918692092468
62289,blouse,,,cap,23,Clothing,20.0,1.6750876173595683
62290,blouse,,,pyjamas,23,Clothing,12.0,0.5262944203190536
62291,blouse,,,belt,23,Clothing,13.0,0.669893569949118
62292,blouse,,,skirt,23,Clothing,15.0,0.9570918692092468
62293,blouse,,,dungarees,23,Clothing,16.0,1.100691018839311
62294,blouse,,,shoes,23,Clothing,3.0,-0.7660979263515256
62295,blouse,,,shorts,23,Clothing,16.0,1.100691018839311
62296,blouse,,,scarf,23,Clothing,2.0,-0.90969707598159
62297,blouse,,,panties,23,Clothing,4.0,-0.6224987767214613
62298,blouse,,,socks,23,Clothing,16.0,1.100691018839311
62299,blouse,,,sweater,23,Clothing,8.0,-0.0481021782012038
62300,blouse,,,top,23,Clothing,19.0,1.5314884677295042
62301,blouse,,,pullover,23,Clothing,16.0,1.100691018839311
62302,blouse,,,t-shirt,23,Clothing,18.0,1.3878893180994398
62303,blouse,,,mittens,23,Clothing,2.0,-0.90969707598159
62304,blouse,,,bathing suit,23,Clothing,1.0,-1.0532962256116545
62305,pants,,,tie,23,Clothing,12.0,0.5262944203190536
62306,pants,,,shirt,23,Clothing,19.0,1.5314884677295042
62307,pants,,,hat,23,Clothing,2.0,-0.90969707598159
62308,pants,,,coat,23,Clothing,15.0,0.9570918692092468
62309,pants,,,jeans,23,Clothing,16.0,1.100691018839311
62310,pants,,,tracksuit,23,Clothing,19.0,1.5314884677295042
