,Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
648,dog,goldfish,wolf,dog,goldfish,parrot,1,61030c1832cdefc11c8988f6
649,chicken,salmon,sparrow,chicken,salmon,cow,0,61030c1832cdefc11c8988f6
650,chicken,cow,hedgehog,chicken,cow,salmon,0,61030c1832cdefc11c8988f6
651,chicken,salmon,seagull,chicken,salmon,pig,0,61030c1832cdefc11c8988f6
652,chicken,pig,kangaroo,chicken,pig,sardine,1,61030c1832cdefc11c8988f6
653,hamster,parrot,seagull,hamster,parrot,turtle,1,61030c1832cdefc11c8988f6
654,cow,duck,swan,cow,duck,salmon,0,61030c1832cdefc11c8988f6
655,pig,salmon,sperm whale,pig,salmon,chicken,1,61030c1832cdefc11c8988f6
656,pig,duck,seagull,pig,duck,salmon,1,61030c1832cdefc11c8988f6
657,horsefly,airplane,van,horsefly,airplane,robin,1,61030c1832cdefc11c8988f6
658,chicken,pig,kangaroo,chicken,pig,anchovy,1,61030c1832cdefc11c8988f6
659,parrot,turtle,stork,parrot,turtle,goldfish,1,61030c1832cdefc11c8988f6
660,chicken,salmon,seagull,chicken,salmon,sheep,1,61030c1832cdefc11c8988f6
661,airplane,robin,bus,airplane,robin,bee,1,61030c1832cdefc11c8988f6
662,chicken,pig,seagull,chicken,pig,salmon,1,61030c1832cdefc11c8988f6
663,chicken,salmon,falcon,chicken,salmon,cow,1,61030c1832cdefc11c8988f6
664,hamster,parrot,seagull,hamster,parrot,goldfish,1,61030c1832cdefc11c8988f6
665,cat,goldfish,wolf,cat,goldfish,parrot,1,5beccc3f0761d100018b3fcd
666,turkey,salmon,sperm whale,turkey,salmon,cow,1,5beccc3f0761d100018b3fcd
667,pig,salmon,piranha,pig,salmon,turkey,1,5beccc3f0761d100018b3fcd
668,parrot,goldfish,seagull,parrot,goldfish,turtle,1,5beccc3f0761d100018b3fcd
669,pig,duck,seagull,pig,duck,salmon,1,5beccc3f0761d100018b3fcd
670,turkey,salmon,swan,turkey,salmon,sheep,1,5beccc3f0761d100018b3fcd
671,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,5beccc3f0761d100018b3fcd
672,pig,duck,peacock,pig,duck,salmon,1,5beccc3f0761d100018b3fcd
673,turkey,salmon,seagull,turkey,salmon,sheep,1,5beccc3f0761d100018b3fcd
674,cow,duck,falcon,cow,duck,salmon,1,5beccc3f0761d100018b3fcd
675,chicken,salmon,falcon,chicken,salmon,cow,1,5beccc3f0761d100018b3fcd
676,chicken,pig,bat,chicken,pig,salmon,1,5beccc3f0761d100018b3fcd
677,cow,duck,cuckoo,cow,duck,salmon,1,5beccc3f0761d100018b3fcd
678,parrot,turtle,stork,parrot,turtle,goldfish,1,5beccc3f0761d100018b3fcd
679,fly,airplane,car,fly,airplane,robin,1,5beccc3f0761d100018b3fcd
680,fly,airplane,bus,fly,airplane,bat,1,5beccc3f0761d100018b3fcd
681,chicken,salmon,piranha,chicken,salmon,cow,1,5beccc3f0761d100018b3fcd
682,airplane,robin,bus,airplane,robin,bee,1,5beccc3f0761d100018b3fcd
683,airplane,robin,van,airplane,robin,bee,1,5beccc3f0761d100018b3fcd
684,fly,airplane,bus,fly,airplane,sparrow,1,5beccc3f0761d100018b3fcd
685,turkey,salmon,seagull,turkey,salmon,cow,1,5beccc3f0761d100018b3fcd
686,dog,turtle,cow,dog,turtle,parrot,1,5beccc3f0761d100018b3fcd
687,cow,duck,beaver,cow,duck,herring,1,5beccc3f0761d100018b3fcd
688,chicken,pig,hedgehog,chicken,pig,sardine,1,5beccc3f0761d100018b3fcd
689,chicken,cow,seagull,chicken,cow,salmon,1,5beccc3f0761d100018b3fcd
690,chicken,salmon,seagull,chicken,salmon,pig,1,5beccc3f0761d100018b3fcd
691,chicken,cow,hedgehog,chicken,cow,salmon,1,5beccc3f0761d100018b3fcd
692,pig,salmon,piranha,pig,salmon,chicken,1,5beccc3f0761d100018b3fcd
693,chicken,pig,seagull,chicken,pig,salmon,1,5beccc3f0761d100018b3fcd
694,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,5beccc3f0761d100018b3fcd
695,cat,turtle,wolf,cat,turtle,parrot,1,5beccc3f0761d100018b3fcd
696,chicken,cow,seagull,chicken,cow,trout,1,5beccc3f0761d100018b3fcd
697,dog,goldfish,wolf,dog,goldfish,parrot,1,5beccc3f0761d100018b3fcd
698,airplane,sparrow,van,airplane,sparrow,bee,1,5beccc3f0761d100018b3fcd
699,bee,airplane,van,bee,airplane,robin,1,5beccc3f0761d100018b3fcd
700,chicken,pig,bat,chicken,pig,salmon,0,5c0873675b32d500012e3f2c
701,fly,airplane,bus,fly,airplane,bat,1,5c0873675b32d500012e3f2c
702,pig,salmon,piranha,pig,salmon,turkey,1,5c0873675b32d500012e3f2c
703,parrot,goldfish,seagull,parrot,goldfish,turtle,1,5c0873675b32d500012e3f2c
704,chicken,pig,kangaroo,chicken,pig,sardine,0,5c0873675b32d500012e3f2c
705,bee,airplane,van,bee,airplane,robin,1,5c0873675b32d500012e3f2c
706,pig,salmon,piranha,pig,salmon,chicken,1,5c0873675b32d500012e3f2c
707,cat,turtle,wolf,cat,turtle,parrot,0,5c0873675b32d500012e3f2c
708,chicken,salmon,sparrow,chicken,salmon,cow,1,5c0873675b32d500012e3f2c
709,chicken,pig,hedgehog,chicken,pig,sardine,1,5c0873675b32d500012e3f2c
710,turkey,salmon,seagull,turkey,salmon,cow,1,5c0873675b32d500012e3f2c
711,hamster,parrot,seagull,hamster,parrot,turtle,1,5c0873675b32d500012e3f2c
712,cow,duck,owl,cow,duck,sardine,1,5c0873675b32d500012e3f2c
713,pig,duck,beaver,pig,duck,herring,1,5c0873675b32d500012e3f2c
714,chicken,salmon,seagull,chicken,salmon,pig,1,5c0873675b32d500012e3f2c
715,airplane,bat,van,airplane,bat,bee,1,5c0873675b32d500012e3f2c
716,cow,duck,cuckoo,cow,duck,salmon,1,5c0873675b32d500012e3f2c
717,dog,turtle,cow,dog,turtle,parrot,1,5c0873675b32d500012e3f2c
718,cow,duck,swan,cow,duck,salmon,1,5c0873675b32d500012e3f2c
719,chicken,cow,seagull,chicken,cow,trout,1,5c0873675b32d500012e3f2c
720,fly,airplane,bus,fly,airplane,robin,1,5c0873675b32d500012e3f2c
721,pig,salmon,dolphin,pig,salmon,chicken,1,5c0873675b32d500012e3f2c
722,chicken,salmon,piranha,chicken,salmon,cow,1,5c0873675b32d500012e3f2c
723,fly,airplane,car,fly,airplane,robin,1,5c0873675b32d500012e3f2c
724,pig,salmon,sperm whale,pig,salmon,turkey,1,5c0873675b32d500012e3f2c
725,pig,duck,hedgehog,pig,duck,salmon,1,5c0873675b32d500012e3f2c
726,chicken,pig,kangaroo,chicken,pig,anchovy,0,5c0873675b32d500012e3f2c
727,cat,goldfish,swordfish,cat,goldfish,parrot,1,5c0873675b32d500012e3f2c
728,chicken,cow,hedgehog,chicken,cow,salmon,1,5c0873675b32d500012e3f2c
729,turkey,salmon,swan,turkey,salmon,sheep,1,5c0873675b32d500012e3f2c
730,horsefly,airplane,van,horsefly,airplane,robin,1,5c0873675b32d500012e3f2c
731,chicken,salmon,seagull,chicken,salmon,sheep,1,5c0873675b32d500012e3f2c
732,cat,goldfish,wolf,cat,goldfish,parrot,1,5c0873675b32d500012e3f2c
733,turkey,salmon,sperm whale,turkey,salmon,cow,1,5c0873675b32d500012e3f2c
734,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,5c0873675b32d500012e3f2c
735,pig,salmon,piranha,pig,salmon,chicken,1,60fb51c7493e3f8a4c82833b
736,hamster,parrot,seagull,hamster,parrot,turtle,1,60fb51c7493e3f8a4c82833b
737,airplane,bat,van,airplane,bat,bee,1,60fb51c7493e3f8a4c82833b
738,chicken,pig,seagull,chicken,pig,salmon,1,60fb51c7493e3f8a4c82833b
739,cat,goldfish,swordfish,cat,goldfish,parrot,1,60fb51c7493e3f8a4c82833b
740,chicken,salmon,seagull,chicken,salmon,sheep,1,60fb51c7493e3f8a4c82833b
741,cow,duck,owl,cow,duck,sardine,1,60fb51c7493e3f8a4c82833b
742,airplane,bat,car,airplane,bat,bee,1,60fb51c7493e3f8a4c82833b
743,dog,turtle,cow,dog,turtle,parrot,1,60fb51c7493e3f8a4c82833b
744,parrot,turtle,stork,parrot,turtle,goldfish,1,60fb51c7493e3f8a4c82833b
745,hamster,parrot,seagull,hamster,parrot,goldfish,1,60fb51c7493e3f8a4c82833b
746,pig,salmon,sperm whale,pig,salmon,turkey,1,60fb51c7493e3f8a4c82833b
747,turkey,salmon,blackbird,turkey,salmon,cow,1,60fb51c7493e3f8a4c82833b
748,horsefly,airplane,van,horsefly,airplane,robin,1,60fb51c7493e3f8a4c82833b
749,pig,duck,beaver,pig,duck,herring,1,60fb51c7493e3f8a4c82833b
750,fly,airplane,bus,fly,airplane,sparrow,1,60fb51c7493e3f8a4c82833b
751,cow,duck,falcon,cow,duck,salmon,1,60fb51c7493e3f8a4c82833b
752,fly,airplane,bus,fly,airplane,bat,0,60fb51c7493e3f8a4c82833b
753,chicken,cow,seagull,chicken,cow,salmon,1,60fb51c7493e3f8a4c82833b
754,airplane,robin,bus,airplane,robin,bee,1,60fb51c7493e3f8a4c82833b
755,turkey,salmon,seagull,turkey,salmon,sheep,1,60fb51c7493e3f8a4c82833b
756,cow,duck,cuckoo,cow,duck,salmon,1,60fb51c7493e3f8a4c82833b
757,pig,duck,seagull,pig,duck,salmon,1,60fb51c7493e3f8a4c82833b
758,chicken,cow,kangaroo,chicken,cow,salmon,1,60fb51c7493e3f8a4c82833b
759,cat,turtle,wolf,cat,turtle,parrot,1,60fb51c7493e3f8a4c82833b
760,pig,duck,seagull,pig,duck,herring,0,60fb51c7493e3f8a4c82833b
761,airplane,robin,van,airplane,robin,bee,1,60fb51c7493e3f8a4c82833b
762,pig,salmon,dolphin,pig,salmon,chicken,1,60fb51c7493e3f8a4c82833b
763,bee,airplane,van,bee,airplane,robin,1,60fb51c7493e3f8a4c82833b
764,pig,duck,hedgehog,pig,duck,salmon,1,60fb51c7493e3f8a4c82833b
765,cow,duck,beaver,cow,duck,herring,1,60fb51c7493e3f8a4c82833b
766,parrot,goldfish,seagull,parrot,goldfish,turtle,1,60fb51c7493e3f8a4c82833b
767,turkey,salmon,sperm whale,turkey,salmon,cow,1,60fb51c7493e3f8a4c82833b
768,chicken,salmon,seagull,chicken,salmon,pig,1,60fb51c7493e3f8a4c82833b
769,chicken,pig,hedgehog,chicken,pig,sardine,1,60fb51c7493e3f8a4c82833b
770,pig,salmon,piranha,pig,salmon,chicken,1,5f49f3262a3d07563d14a7f1
771,cow,duck,swan,cow,duck,salmon,0,5f49f3262a3d07563d14a7f1
772,parrot,turtle,stork,parrot,turtle,goldfish,0,5f49f3262a3d07563d14a7f1
773,turkey,salmon,seagull,turkey,salmon,cow,1,5f49f3262a3d07563d14a7f1
774,fly,airplane,bus,fly,airplane,sparrow,1,5f49f3262a3d07563d14a7f1
775,turkey,salmon,blackbird,turkey,salmon,cow,1,5f49f3262a3d07563d14a7f1
776,horsefly,airplane,van,horsefly,airplane,robin,1,5f49f3262a3d07563d14a7f1
777,pig,salmon,sperm whale,pig,salmon,chicken,1,5f49f3262a3d07563d14a7f1
778,fly,airplane,car,fly,airplane,robin,1,5f49f3262a3d07563d14a7f1
779,pig,duck,seagull,pig,duck,salmon,0,5f49f3262a3d07563d14a7f1
780,cat,goldfish,wolf,cat,goldfish,parrot,0,5f49f3262a3d07563d14a7f1
781,cow,duck,falcon,cow,duck,salmon,0,5f49f3262a3d07563d14a7f1
782,chicken,cow,hedgehog,chicken,cow,salmon,1,5f49f3262a3d07563d14a7f1
783,airplane,robin,bus,airplane,robin,bee,0,5f49f3262a3d07563d14a7f1
784,parrot,goldfish,seagull,parrot,goldfish,turtle,0,5f49f3262a3d07563d14a7f1
785,fly,airplane,bus,fly,airplane,bat,1,5f49f3262a3d07563d14a7f1
786,chicken,pig,bat,chicken,pig,salmon,1,5f49f3262a3d07563d14a7f1
787,cat,turtle,wolf,cat,turtle,parrot,0,5f49f3262a3d07563d14a7f1
788,dog,goldfish,wolf,dog,goldfish,parrot,1,5f49f3262a3d07563d14a7f1
789,airplane,bat,van,airplane,bat,bee,0,5f49f3262a3d07563d14a7f1
790,airplane,robin,van,airplane,robin,bee,1,5f49f3262a3d07563d14a7f1
791,turkey,salmon,swan,turkey,salmon,sheep,0,5f49f3262a3d07563d14a7f1
792,chicken,salmon,sparrow,chicken,salmon,cow,1,5f49f3262a3d07563d14a7f1
793,chicken,cow,seagull,chicken,cow,salmon,1,5f49f3262a3d07563d14a7f1
794,airplane,sparrow,van,airplane,sparrow,bee,1,5f49f3262a3d07563d14a7f1
795,turkey,salmon,seagull,turkey,salmon,sheep,1,5f49f3262a3d07563d14a7f1
796,chicken,pig,kangaroo,chicken,pig,sardine,1,5f49f3262a3d07563d14a7f1
797,chicken,pig,kangaroo,chicken,pig,anchovy,0,5f49f3262a3d07563d14a7f1
798,cow,duck,cuckoo,cow,duck,salmon,1,5f49f3262a3d07563d14a7f1
799,chicken,salmon,seagull,chicken,salmon,sheep,0,5f49f3262a3d07563d14a7f1
800,airplane,bat,car,airplane,bat,bee,1,5f49f3262a3d07563d14a7f1
801,pig,salmon,dolphin,pig,salmon,chicken,1,5f49f3262a3d07563d14a7f1
802,chicken,cow,seagull,chicken,cow,trout,1,5f49f3262a3d07563d14a7f1
803,pig,salmon,sperm whale,pig,salmon,turkey,1,5f49f3262a3d07563d14a7f1
804,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,5f49f3262a3d07563d14a7f1
805,chicken,cow,kangaroo,chicken,cow,salmon,1,5e8533ea660027000945d9bf
806,cat,goldfish,swordfish,cat,goldfish,parrot,0,5e8533ea660027000945d9bf
807,cow,duck,beaver,cow,duck,herring,1,5e8533ea660027000945d9bf
808,chicken,pig,kangaroo,chicken,pig,anchovy,1,5e8533ea660027000945d9bf
809,dog,turtle,cow,dog,turtle,parrot,0,5e8533ea660027000945d9bf
810,turkey,salmon,sperm whale,turkey,salmon,cow,1,5e8533ea660027000945d9bf
811,fly,airplane,bus,fly,airplane,bat,1,5e8533ea660027000945d9bf
812,cow,duck,cuckoo,cow,duck,salmon,1,5e8533ea660027000945d9bf
813,parrot,goldfish,seagull,parrot,goldfish,turtle,0,5e8533ea660027000945d9bf
814,chicken,pig,hedgehog,chicken,pig,sardine,1,5e8533ea660027000945d9bf
815,chicken,cow,beaver,chicken,cow,salmon,1,5e8533ea660027000945d9bf
816,chicken,cow,hedgehog,chicken,cow,salmon,1,5e8533ea660027000945d9bf
817,chicken,cow,seagull,chicken,cow,trout,1,5e8533ea660027000945d9bf
818,chicken,pig,seagull,chicken,pig,salmon,1,5e8533ea660027000945d9bf
819,dog,goldfish,wolf,dog,goldfish,parrot,1,5e8533ea660027000945d9bf
820,airplane,robin,bus,airplane,robin,bee,1,5e8533ea660027000945d9bf
821,pig,salmon,dolphin,pig,salmon,chicken,1,5e8533ea660027000945d9bf
822,chicken,salmon,piranha,chicken,salmon,cow,1,5e8533ea660027000945d9bf
823,pig,duck,beaver,pig,duck,herring,1,5e8533ea660027000945d9bf
824,horsefly,airplane,van,horsefly,airplane,robin,1,5e8533ea660027000945d9bf
825,cow,duck,owl,cow,duck,sardine,1,5e8533ea660027000945d9bf
826,turkey,salmon,swan,turkey,salmon,sheep,1,5e8533ea660027000945d9bf
827,pig,salmon,piranha,pig,salmon,turkey,1,5e8533ea660027000945d9bf
828,hamster,parrot,seagull,hamster,parrot,goldfish,1,5e8533ea660027000945d9bf
829,parrot,turtle,stork,parrot,turtle,goldfish,1,5e8533ea660027000945d9bf
830,chicken,pig,bat,chicken,pig,salmon,1,5e8533ea660027000945d9bf
831,pig,salmon,sperm whale,pig,salmon,turkey,1,5e8533ea660027000945d9bf
832,bee,airplane,van,bee,airplane,robin,1,5e8533ea660027000945d9bf
833,chicken,pig,kangaroo,chicken,pig,sardine,1,5e8533ea660027000945d9bf
834,pig,duck,seagull,pig,duck,salmon,1,5e8533ea660027000945d9bf
835,pig,salmon,piranha,pig,salmon,chicken,1,5e8533ea660027000945d9bf
836,pig,salmon,sperm whale,pig,salmon,chicken,1,5e8533ea660027000945d9bf
837,cat,goldfish,wolf,cat,goldfish,parrot,1,5e8533ea660027000945d9bf
838,airplane,bat,van,airplane,bat,bee,1,5e8533ea660027000945d9bf
839,pig,duck,hedgehog,pig,duck,salmon,1,5e8533ea660027000945d9bf
840,chicken,salmon,falcon,chicken,salmon,cow,0,62964d27c2b2866faa677493
841,pig,duck,seagull,pig,duck,salmon,0,62964d27c2b2866faa677493
842,chicken,cow,seagull,chicken,cow,salmon,0,62964d27c2b2866faa677493
843,horsefly,airplane,van,horsefly,airplane,robin,0,62964d27c2b2866faa677493
844,airplane,bat,van,airplane,bat,bee,1,62964d27c2b2866faa677493
845,airplane,sparrow,van,airplane,sparrow,bee,0,62964d27c2b2866faa677493
846,cow,duck,beaver,cow,duck,herring,0,62964d27c2b2866faa677493
847,bee,airplane,van,bee,airplane,robin,1,62964d27c2b2866faa677493
848,chicken,salmon,seagull,chicken,salmon,sheep,0,62964d27c2b2866faa677493
849,hamster,parrot,seagull,hamster,parrot,goldfish,0,62964d27c2b2866faa677493
850,fly,airplane,car,fly,airplane,robin,1,62964d27c2b2866faa677493
851,turkey,salmon,seagull,turkey,salmon,sheep,1,62964d27c2b2866faa677493
852,fly,airplane,bus,fly,airplane,bat,1,62964d27c2b2866faa677493
853,parrot,turtle,stork,parrot,turtle,goldfish,1,62964d27c2b2866faa677493
854,turkey,salmon,swan,turkey,salmon,sheep,1,62964d27c2b2866faa677493
855,pig,salmon,piranha,pig,salmon,chicken,1,62964d27c2b2866faa677493
856,dog,goldfish,wolf,dog,goldfish,parrot,0,62964d27c2b2866faa677493
857,chicken,cow,seagull,chicken,cow,trout,0,62964d27c2b2866faa677493
858,airplane,robin,bus,airplane,robin,bee,1,62964d27c2b2866faa677493
859,pig,salmon,piranha,pig,salmon,turkey,1,62964d27c2b2866faa677493
860,chicken,pig,seagull,chicken,pig,salmon,1,62964d27c2b2866faa677493
861,pig,salmon,dolphin,pig,salmon,chicken,1,62964d27c2b2866faa677493
862,chicken,pig,kangaroo,chicken,pig,sardine,0,62964d27c2b2866faa677493
863,pig,salmon,sperm whale,pig,salmon,chicken,1,62964d27c2b2866faa677493
864,chicken,salmon,seagull,chicken,salmon,pig,0,62964d27c2b2866faa677493
865,pig,duck,hedgehog,pig,duck,salmon,1,62964d27c2b2866faa677493
866,cat,goldfish,wolf,cat,goldfish,parrot,1,62964d27c2b2866faa677493
867,airplane,bat,car,airplane,bat,bee,1,62964d27c2b2866faa677493
868,chicken,pig,kangaroo,chicken,pig,anchovy,1,62964d27c2b2866faa677493
869,chicken,pig,hedgehog,chicken,pig,sardine,0,62964d27c2b2866faa677493
870,cat,goldfish,swordfish,cat,goldfish,parrot,0,62964d27c2b2866faa677493
871,pig,duck,beaver,pig,duck,herring,1,62964d27c2b2866faa677493
872,fly,helicopter,van,fly,helicopter,robin,0,62964d27c2b2866faa677493
873,parrot,goldfish,seagull,parrot,goldfish,turtle,0,62964d27c2b2866faa677493
874,cow,duck,swan,cow,duck,salmon,0,62964d27c2b2866faa677493
875,chicken,pig,hedgehog,chicken,pig,sardine,0,5e3afe879d5f1e30b75b9ca6
876,chicken,pig,kangaroo,chicken,pig,anchovy,0,5e3afe879d5f1e30b75b9ca6
877,chicken,pig,bat,chicken,pig,salmon,0,5e3afe879d5f1e30b75b9ca6
878,chicken,salmon,falcon,chicken,salmon,cow,1,5e3afe879d5f1e30b75b9ca6
879,dog,goldfish,wolf,dog,goldfish,parrot,0,5e3afe879d5f1e30b75b9ca6
880,chicken,cow,hedgehog,chicken,cow,salmon,0,5e3afe879d5f1e30b75b9ca6
881,airplane,robin,van,airplane,robin,bee,1,5e3afe879d5f1e30b75b9ca6
882,cat,turtle,wolf,cat,turtle,parrot,0,5e3afe879d5f1e30b75b9ca6
883,chicken,pig,seagull,chicken,pig,salmon,0,5e3afe879d5f1e30b75b9ca6
884,airplane,sparrow,van,airplane,sparrow,bee,1,5e3afe879d5f1e30b75b9ca6
885,pig,salmon,sperm whale,pig,salmon,turkey,1,5e3afe879d5f1e30b75b9ca6
886,pig,duck,hedgehog,pig,duck,salmon,0,5e3afe879d5f1e30b75b9ca6
887,turkey,salmon,sperm whale,turkey,salmon,cow,1,5e3afe879d5f1e30b75b9ca6
888,hamster,parrot,seagull,hamster,parrot,goldfish,0,5e3afe879d5f1e30b75b9ca6
889,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,5e3afe879d5f1e30b75b9ca6
890,cow,duck,beaver,cow,duck,herring,1,5e3afe879d5f1e30b75b9ca6
891,bee,airplane,van,bee,airplane,robin,1,5e3afe879d5f1e30b75b9ca6
892,pig,duck,seagull,pig,duck,herring,1,5e3afe879d5f1e30b75b9ca6
893,chicken,pig,kangaroo,chicken,pig,sardine,0,5e3afe879d5f1e30b75b9ca6
894,airplane,robin,bus,airplane,robin,bee,1,5e3afe879d5f1e30b75b9ca6
895,cow,duck,cuckoo,cow,duck,salmon,0,5e3afe879d5f1e30b75b9ca6
896,turkey,salmon,seagull,turkey,salmon,sheep,1,5e3afe879d5f1e30b75b9ca6
897,airplane,bat,car,airplane,bat,bee,1,5e3afe879d5f1e30b75b9ca6
898,parrot,turtle,stork,parrot,turtle,goldfish,0,5e3afe879d5f1e30b75b9ca6
899,hamster,parrot,seagull,hamster,parrot,turtle,1,5e3afe879d5f1e30b75b9ca6
900,chicken,salmon,piranha,chicken,salmon,cow,1,5e3afe879d5f1e30b75b9ca6
901,pig,duck,beaver,pig,duck,herring,0,5e3afe879d5f1e30b75b9ca6
902,hamster,goldfish,swordfish,hamster,goldfish,parrot,0,5e3afe879d5f1e30b75b9ca6
903,chicken,cow,seagull,chicken,cow,trout,1,5e3afe879d5f1e30b75b9ca6
904,dog,turtle,cow,dog,turtle,parrot,0,5e3afe879d5f1e30b75b9ca6
905,chicken,salmon,seagull,chicken,salmon,pig,1,5e3afe879d5f1e30b75b9ca6
906,turkey,salmon,seagull,turkey,salmon,cow,1,5e3afe879d5f1e30b75b9ca6
907,fly,airplane,car,fly,airplane,robin,1,5e3afe879d5f1e30b75b9ca6
908,turkey,salmon,blackbird,turkey,salmon,cow,1,5e3afe879d5f1e30b75b9ca6
909,cow,duck,owl,cow,duck,sardine,0,5e3afe879d5f1e30b75b9ca6
910,turkey,salmon,seagull,turkey,salmon,cow,1,57d2edf35e9bc90001f76b06
911,chicken,cow,hedgehog,chicken,cow,salmon,1,57d2edf35e9bc90001f76b06
912,cow,duck,swan,cow,duck,salmon,1,57d2edf35e9bc90001f76b06
913,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,57d2edf35e9bc90001f76b06
914,airplane,sparrow,van,airplane,sparrow,bee,1,57d2edf35e9bc90001f76b06
915,pig,salmon,sperm whale,pig,salmon,turkey,1,57d2edf35e9bc90001f76b06
916,chicken,cow,seagull,chicken,cow,salmon,1,57d2edf35e9bc90001f76b06
917,pig,duck,hedgehog,pig,duck,salmon,1,57d2edf35e9bc90001f76b06
918,chicken,pig,kangaroo,chicken,pig,sardine,1,57d2edf35e9bc90001f76b06
919,pig,salmon,piranha,pig,salmon,turkey,1,57d2edf35e9bc90001f76b06
920,hamster,parrot,seagull,hamster,parrot,turtle,1,57d2edf35e9bc90001f76b06
921,airplane,robin,van,airplane,robin,bee,1,57d2edf35e9bc90001f76b06
922,chicken,pig,hedgehog,chicken,pig,sardine,1,57d2edf35e9bc90001f76b06
923,turkey,salmon,seagull,turkey,salmon,sheep,1,57d2edf35e9bc90001f76b06
924,fly,airplane,car,fly,airplane,robin,1,57d2edf35e9bc90001f76b06
925,chicken,salmon,seagull,chicken,salmon,pig,1,57d2edf35e9bc90001f76b06
926,airplane,robin,bus,airplane,robin,bee,1,57d2edf35e9bc90001f76b06
927,bee,airplane,van,bee,airplane,robin,1,57d2edf35e9bc90001f76b06
928,chicken,cow,seagull,chicken,cow,trout,1,57d2edf35e9bc90001f76b06
929,chicken,salmon,seagull,chicken,salmon,sheep,1,57d2edf35e9bc90001f76b06
930,chicken,salmon,piranha,chicken,salmon,cow,1,57d2edf35e9bc90001f76b06
931,cat,goldfish,swordfish,cat,goldfish,parrot,1,57d2edf35e9bc90001f76b06
932,cow,duck,falcon,cow,duck,salmon,1,57d2edf35e9bc90001f76b06
933,chicken,cow,beaver,chicken,cow,salmon,1,57d2edf35e9bc90001f76b06
934,chicken,pig,seagull,chicken,pig,salmon,1,57d2edf35e9bc90001f76b06
935,turkey,salmon,sperm whale,turkey,salmon,cow,1,57d2edf35e9bc90001f76b06
936,pig,salmon,piranha,pig,salmon,chicken,1,57d2edf35e9bc90001f76b06
937,dog,goldfish,wolf,dog,goldfish,parrot,1,57d2edf35e9bc90001f76b06
938,cat,goldfish,wolf,cat,goldfish,parrot,1,57d2edf35e9bc90001f76b06
939,pig,salmon,dolphin,pig,salmon,chicken,1,57d2edf35e9bc90001f76b06
940,chicken,pig,bat,chicken,pig,salmon,1,57d2edf35e9bc90001f76b06
941,fly,helicopter,van,fly,helicopter,robin,1,57d2edf35e9bc90001f76b06
942,cow,duck,beaver,cow,duck,herring,1,57d2edf35e9bc90001f76b06
943,parrot,goldfish,seagull,parrot,goldfish,turtle,1,57d2edf35e9bc90001f76b06
944,fly,airplane,bus,fly,airplane,robin,1,57d2edf35e9bc90001f76b06
945,pig,duck,seagull,pig,duck,salmon,0,59142b45ef024b0001c54c33
946,hamster,parrot,seagull,hamster,parrot,goldfish,0,59142b45ef024b0001c54c33
947,pig,duck,beaver,pig,duck,herring,0,59142b45ef024b0001c54c33
948,turkey,salmon,sperm whale,turkey,salmon,cow,0,59142b45ef024b0001c54c33
949,airplane,bat,van,airplane,bat,bee,1,59142b45ef024b0001c54c33
950,parrot,goldfish,seagull,parrot,goldfish,turtle,0,59142b45ef024b0001c54c33
951,cow,duck,falcon,cow,duck,salmon,0,59142b45ef024b0001c54c33
952,pig,salmon,piranha,pig,salmon,turkey,0,59142b45ef024b0001c54c33
953,pig,duck,hedgehog,pig,duck,salmon,1,59142b45ef024b0001c54c33
954,chicken,pig,kangaroo,chicken,pig,sardine,0,59142b45ef024b0001c54c33
955,pig,salmon,piranha,pig,salmon,chicken,0,59142b45ef024b0001c54c33
956,dog,goldfish,wolf,dog,goldfish,parrot,0,59142b45ef024b0001c54c33
957,cat,goldfish,wolf,cat,goldfish,parrot,0,59142b45ef024b0001c54c33
958,hamster,goldfish,swordfish,hamster,goldfish,parrot,0,59142b45ef024b0001c54c33
959,fly,airplane,car,fly,airplane,robin,1,59142b45ef024b0001c54c33
960,airplane,sparrow,van,airplane,sparrow,bee,1,59142b45ef024b0001c54c33
961,chicken,salmon,sparrow,chicken,salmon,cow,0,59142b45ef024b0001c54c33
962,dog,turtle,cow,dog,turtle,parrot,0,59142b45ef024b0001c54c33
963,turkey,salmon,seagull,turkey,salmon,cow,0,59142b45ef024b0001c54c33
964,airplane,robin,bus,airplane,robin,bee,1,59142b45ef024b0001c54c33
965,pig,salmon,sperm whale,pig,salmon,turkey,0,59142b45ef024b0001c54c33
966,fly,airplane,bus,fly,airplane,bat,1,59142b45ef024b0001c54c33
967,pig,salmon,dolphin,pig,salmon,chicken,0,59142b45ef024b0001c54c33
968,cow,duck,swan,cow,duck,salmon,0,59142b45ef024b0001c54c33
969,hamster,parrot,seagull,hamster,parrot,turtle,0,59142b45ef024b0001c54c33
970,chicken,salmon,seagull,chicken,salmon,sheep,0,59142b45ef024b0001c54c33
