,Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
1468,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,1,6396044f6ae489bb820c67a5
1469,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,6396044f6ae489bb820c67a5
1470,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,0,5d37ad921c16bb0015281337
1471,Herons,Sheep,Airplanes,Herons,,Airplanes,0,5d37ad921c16bb0015281337
1472,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,0,5d37ad921c16bb0015281337
1473,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,0,5d37ad921c16bb0015281337
1474,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,5d37ad921c16bb0015281337
1475,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,0,5d37ad921c16bb0015281337
1476,Fruit Flies,Dolphins,(Hot Air) balloons,Fruit Flies,,(Hot Air) balloons,0,5d37ad921c16bb0015281337
1477,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,0,5d37ad921c16bb0015281337
1478,Bees,Squid,Chickadees,Bees,,Chickadees,0,5d37ad921c16bb0015281337
1479,Bees,Jeans,Zeppelins,Bees,,Zeppelins,1,5d37ad921c16bb0015281337
1480,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,0,5d37ad921c16bb0015281337
1481,Helicopters,Pots,Flies,Helicopters,,Flies,1,5d37ad921c16bb0015281337
1482,Robins,Snakes,Helicopters,Robins,,Helicopters,0,5d37ad921c16bb0015281337
1483,Herons,Pigs,Airplanes,Herons,,Airplanes,1,5d37ad921c16bb0015281337
1484,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,5d37ad921c16bb0015281337
1485,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,0,5d37ad921c16bb0015281337
1486,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,5d37ad921c16bb0015281337
1487,Pelicans,Ducks,Wasps,Pelicans,,Wasps,1,5d37ad921c16bb0015281337
1488,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,1,5d37ad921c16bb0015281337
1489,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,5d37ad921c16bb0015281337
1490,Flies,Pistols,Helicopters,Flies,,Helicopters,1,5d37ad921c16bb0015281337
1491,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5d37ad921c16bb0015281337
1492,Canaries,Cats,Rockets,Canaries,,Rockets,1,5d37ad921c16bb0015281337
1493,Eagles,Wolves,Flies,Eagles,,Flies,1,5d37ad921c16bb0015281337
1494,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,5d37ad921c16bb0015281337
1495,Rockets,Colanders,Flies,Rockets,,Flies,1,5d37ad921c16bb0015281337
1496,Cuckoos,Worms,Flies,Cuckoos,,Flies,1,5d37ad921c16bb0015281337
1497,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,5d37ad921c16bb0015281337
1498,Storks,Jeans,Rockets,Storks,,Rockets,0,5d37ad921c16bb0015281337
1499,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,5d37ad921c16bb0015281337
1500,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,1,5d37ad921c16bb0015281337
1501,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,5d37ad921c16bb0015281337
1502,Chickadees,Levels,Rockets,Chickadees,,Rockets,1,5d37ad921c16bb0015281337
1503,Sparrows,Alligators,Rockets,Sparrows,,Rockets,0,5d37ad921c16bb0015281337
1504,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5d37ad921c16bb0015281337
1540,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,639f294882a3797f77a3dd81
1541,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,1,639f294882a3797f77a3dd81
1542,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,639f294882a3797f77a3dd81
1543,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,639f294882a3797f77a3dd81
1544,Herons,Sheep,Airplanes,Herons,,Airplanes,1,639f294882a3797f77a3dd81
1545,Moths,Sheep,Storks,Moths,,Storks,1,639f294882a3797f77a3dd81
1546,Pheasants,Boots,(Hot Air) balloons,Pheasants,,(Hot Air) balloons,1,639f294882a3797f77a3dd81
1547,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,639f294882a3797f77a3dd81
1548,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,1,639f294882a3797f77a3dd81
1549,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,639f294882a3797f77a3dd81
1550,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,1,639f294882a3797f77a3dd81
1551,Swallows,Wolves,Wasps,Swallows,,Wasps,1,639f294882a3797f77a3dd81
1552,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,639f294882a3797f77a3dd81
1553,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,1,639f294882a3797f77a3dd81
1554,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,639f294882a3797f77a3dd81
1555,(Hot Air) balloons,Elephants,Bumblebees,(Hot Air) balloons,,Bumblebees,1,639f294882a3797f77a3dd81
1556,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,639f294882a3797f77a3dd81
1557,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,639f294882a3797f77a3dd81
1558,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,1,639f294882a3797f77a3dd81
1559,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,1,639f294882a3797f77a3dd81
1560,Bats,Iguanas,Butterflies,Bats,,Butterflies,1,639f294882a3797f77a3dd81
1561,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,1,639f294882a3797f77a3dd81
1562,Doves,Foxes,Helicopters,Doves,,Helicopters,1,639f294882a3797f77a3dd81
1563,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,1,639f294882a3797f77a3dd81
1564,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,1,639f294882a3797f77a3dd81
1565,Bees,Squid,Chickadees,Bees,,Chickadees,1,639f294882a3797f77a3dd81
1566,Robins,Snakes,Helicopters,Robins,,Helicopters,1,639f294882a3797f77a3dd81
1567,Helicopters,Pots,Flies,Helicopters,,Flies,0,639f294882a3797f77a3dd81
1568,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,639f294882a3797f77a3dd81
1569,Moths,Camels,Canaries,Moths,,Canaries,1,639f294882a3797f77a3dd81
1570,Wasps,Snakes,Airplanes,Wasps,,Airplanes,1,639f294882a3797f77a3dd81
1571,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,639f294882a3797f77a3dd81
1572,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,639f294882a3797f77a3dd81
1573,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,1,639f294882a3797f77a3dd81
1574,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,1,639f294882a3797f77a3dd81
1645,Sparrows,Saws,Rockets,Sparrows,,Rockets,0,5499-7425-7275
1646,Flies,Rays,Parakeets,Flies,,Parakeets,1,5499-7425-7275
1647,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,5499-7425-7275
1649,Herons,Sheep,Airplanes,Herons,,Airplanes,1,5499-7425-7275
1650,Falcons,Snakes,Helicopters,Falcons,,Helicopters,1,5499-7425-7275
1651,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,5499-7425-7275
1652,Storks,Jeans,Rockets,Storks,,Rockets,1,5499-7425-7275
1653,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,5499-7425-7275
1654,Cuckoos,Bass guitars,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5499-7425-7275
1656,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,1,5499-7425-7275
1657,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,5499-7425-7275
1658,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,1,5499-7425-7275
1659,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,5499-7425-7275
1660,Doves,Dolphins,Helicopters,Doves,,Helicopters,1,5499-7425-7275
1661,Airplanes,Rhinos,Crows,Airplanes,,Crows,1,5499-7425-7275
1662,Pelicans,Elephants,Rockets,Pelicans,,Rockets,0,5499-7425-7275
1664,Mosquitoes,Toads,Pheasants,Mosquitoes,,Pheasants,1,5499-7425-7275
1665,Herons,Pigs,Airplanes,Herons,,Airplanes,1,5499-7425-7275
1666,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,5499-7425-7275
1667,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,1,5499-7425-7275
1668,Owls,Rhinos,Wasps,Owls,,Wasps,1,5499-7425-7275
1669,Flies,Pistols,Helicopters,Flies,,Helicopters,1,5499-7425-7275
1670,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,5499-7425-7275
1671,Helicopters,Pots,Flies,Helicopters,,Flies,1,5499-7425-7275
1672,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,5499-7425-7275
1673,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,5499-7425-7275
1674,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,5499-7425-7275
1675,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,5499-7425-7275
1676,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,1,5499-7425-7275
1677,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,1,5499-7425-7275
1678,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,1,5499-7425-7275
1679,Cuckoos,Accordions,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,5499-7425-7275
1680,(Hot Air) balloons,Elephants,Bumblebees,(Hot Air) balloons,,Bumblebees,0,66f4ac3610034d063f63c38e
1681,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,66f4ac3610034d063f63c38e
1682,Sparrows,Snakes,Zeppelins,Sparrows,,Zeppelins,1,66f4ac3610034d063f63c38e
1683,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,1,66f4ac3610034d063f63c38e
1684,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,66f4ac3610034d063f63c38e
1685,Magpies,Polar Bears,Zeppelins,Magpies,,Zeppelins,1,66f4ac3610034d063f63c38e
1686,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,1,66f4ac3610034d063f63c38e
1688,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,1,66f4ac3610034d063f63c38e
1689,Pelicans,Ducks,Wasps,Pelicans,,Wasps,0,66f4ac3610034d063f63c38e
1690,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,66f4ac3610034d063f63c38e
1691,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,66f4ac3610034d063f63c38e
1692,Wasps,Snakes,Airplanes,Wasps,,Airplanes,1,66f4ac3610034d063f63c38e
1693,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,1,66f4ac3610034d063f63c38e
1694,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,66f4ac3610034d063f63c38e
1695,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,66f4ac3610034d063f63c38e
1696,Eagles,Cobras,Bats,Eagles,,Bats,1,66f4ac3610034d063f63c38e
1697,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,1,66f4ac3610034d063f63c38e
1698,Owls,Caimans,Zeppelins,Owls,,Zeppelins,0,66f4ac3610034d063f63c38e
1699,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,66f4ac3610034d063f63c38e
1700,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,66f4ac3610034d063f63c38e
1701,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,1,66f4ac3610034d063f63c38e
1702,Fruit Flies,Dolphins,(Hot Air) balloons,Fruit Flies,,(Hot Air) balloons,1,66f4ac3610034d063f63c38e
1703,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,1,66f4ac3610034d063f63c38e
1705,Robins,Snakes,Helicopters,Robins,,Helicopters,1,66f4ac3610034d063f63c38e
1706,Bumblebees,Blouses,Airplanes,Bumblebees,,Airplanes,1,66f4ac3610034d063f63c38e
1707,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,66f4ac3610034d063f63c38e
1708,Robins,Penguins,Helicopters,Robins,,Helicopters,1,66f4ac3610034d063f63c38e
1709,Airplanes,Rhinos,Crows,Airplanes,,Crows,1,66f4ac3610034d063f63c38e
1710,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,1,66f4ac3610034d063f63c38e
1711,Swallows,Wolves,Wasps,Swallows,,Wasps,1,66f4ac3610034d063f63c38e
1712,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,66f4ac3610034d063f63c38e
1713,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,1,66f4ac3610034d063f63c38e
1714,Flies,Rays,Parakeets,Flies,,Parakeets,1,66f4ac3610034d063f63c38e
1750,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,0,66d6584b97d5a0cfa409a09b
1751,Canaries,Cats,Rockets,Canaries,,Rockets,1,66d6584b97d5a0cfa409a09b
1752,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,1,66d6584b97d5a0cfa409a09b
1753,Canaries,Bassoons,Zeppelins,Canaries,,Zeppelins,1,66d6584b97d5a0cfa409a09b
1754,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,1,66d6584b97d5a0cfa409a09b
1755,Canaries,Bison,Bees,Canaries,,Bees,1,66d6584b97d5a0cfa409a09b
1756,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,1,66d6584b97d5a0cfa409a09b
1757,Flies,Pistols,Helicopters,Flies,,Helicopters,1,66d6584b97d5a0cfa409a09b
1758,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,1,66d6584b97d5a0cfa409a09b
1760,Falcons,Snakes,Helicopters,Falcons,,Helicopters,1,66d6584b97d5a0cfa409a09b
1761,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,66d6584b97d5a0cfa409a09b
1762,(Hot Air) balloons,Elephants,Bumblebees,(Hot Air) balloons,,Bumblebees,1,66d6584b97d5a0cfa409a09b
1763,Pelicans,Ducks,Wasps,Pelicans,,Wasps,1,66d6584b97d5a0cfa409a09b
1764,Moths,Rabbits,Helicopters,Moths,,Helicopters,1,66d6584b97d5a0cfa409a09b
1765,Rockets,Colanders,Flies,Rockets,,Flies,1,66d6584b97d5a0cfa409a09b
1766,Storks,Jeans,Rockets,Storks,,Rockets,1,66d6584b97d5a0cfa409a09b
1767,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,1,66d6584b97d5a0cfa409a09b
1768,Robins,Penguins,Helicopters,Robins,,Helicopters,1,66d6584b97d5a0cfa409a09b
1769,Owls,Rhinos,Wasps,Owls,,Wasps,1,66d6584b97d5a0cfa409a09b
1770,Pheasants,Boots,(Hot Air) balloons,Pheasants,,(Hot Air) balloons,1,66d6584b97d5a0cfa409a09b
1771,Helicopters,Pots,Flies,Helicopters,,Flies,1,66d6584b97d5a0cfa409a09b
1772,Eagles,Wolves,Flies,Eagles,,Flies,1,66d6584b97d5a0cfa409a09b
1773,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,1,66d6584b97d5a0cfa409a09b
1774,Doves,Dolphins,Helicopters,Doves,,Helicopters,1,66d6584b97d5a0cfa409a09b
1775,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,1,66d6584b97d5a0cfa409a09b
1776,Robins,Snakes,Helicopters,Robins,,Helicopters,1,66d6584b97d5a0cfa409a09b
1777,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,66d6584b97d5a0cfa409a09b
1778,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,66d6584b97d5a0cfa409a09b
1779,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,1,66d6584b97d5a0cfa409a09b
1780,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,1,66d6584b97d5a0cfa409a09b
1781,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,66d6584b97d5a0cfa409a09b
1782,Bees,Squid,Chickadees,Bees,,Chickadees,1,66d6584b97d5a0cfa409a09b
1783,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,1,66d6584b97d5a0cfa409a09b
1784,Herons,Pigs,Airplanes,Herons,,Airplanes,1,66d6584b97d5a0cfa409a09b
1960,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,66b23e1a82f20f59115e2255
1961,Cuckoos,Woks,Zeppelins,Cuckoos,,Zeppelins,0,66b23e1a82f20f59115e2255
1962,Moths,Sheep,Storks,Moths,,Storks,0,66b23e1a82f20f59115e2255
1963,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,0,66b23e1a82f20f59115e2255
1964,Sparrows,Alligators,Rockets,Sparrows,,Rockets,1,66b23e1a82f20f59115e2255
1965,Canaries,Cats,Rockets,Canaries,,Rockets,0,66b23e1a82f20f59115e2255
1966,Bats,Iguanas,Butterflies,Bats,,Butterflies,0,66b23e1a82f20f59115e2255
1967,Bees,Squid,Chickadees,Bees,,Chickadees,0,66b23e1a82f20f59115e2255
1968,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,0,66b23e1a82f20f59115e2255
1969,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,0,66b23e1a82f20f59115e2255
1970,Canaries,Bassoons,Zeppelins,Canaries,,Zeppelins,0,66b23e1a82f20f59115e2255
1972,Horseflies,Frogs,Helicopters,Horseflies,,Helicopters,0,66b23e1a82f20f59115e2255
1973,Blackbirds,Organs,Airplanes,Blackbirds,,Airplanes,0,66b23e1a82f20f59115e2255
1974,Sparrows,Saws,Rockets,Sparrows,,Rockets,0,66b23e1a82f20f59115e2255
1975,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,0,66b23e1a82f20f59115e2255
1976,Robins,Snakes,Helicopters,Robins,,Helicopters,0,66b23e1a82f20f59115e2255
1977,Canaries,Bison,Bees,Canaries,,Bees,0,66b23e1a82f20f59115e2255
1978,Pelicans,Donkeys,Airplanes,Pelicans,,Airplanes,0,66b23e1a82f20f59115e2255
1979,Cuckoos,Worms,Flies,Cuckoos,,Flies,0,66b23e1a82f20f59115e2255
1980,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,0,66b23e1a82f20f59115e2255
1982,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,0,66b23e1a82f20f59115e2255
1983,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,0,66b23e1a82f20f59115e2255
1984,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,66b23e1a82f20f59115e2255
1985,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,66b23e1a82f20f59115e2255
1986,Herons,Pigs,Airplanes,Herons,,Airplanes,0,66b23e1a82f20f59115e2255
1987,Flies,Rays,Parakeets,Flies,,Parakeets,0,66b23e1a82f20f59115e2255
1988,Robins,Penguins,Helicopters,Robins,,Helicopters,0,66b23e1a82f20f59115e2255
1989,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,0,66b23e1a82f20f59115e2255
1990,Pelicans,Ducks,Wasps,Pelicans,,Wasps,0,66b23e1a82f20f59115e2255
1991,Canaries,Giraffes,(Hot Air) balloons,Canaries,,(Hot Air) balloons,0,66b23e1a82f20f59115e2255
1992,Swallows,Wolves,Wasps,Swallows,,Wasps,0,66b23e1a82f20f59115e2255
1993,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,0,66b23e1a82f20f59115e2255
1994,Moths,Camels,Canaries,Moths,,Canaries,0,66b23e1a82f20f59115e2255
2135,Dragonflies,Tracksuits,Airplanes,Dragonflies,,Airplanes,1,6071e7e8f858a84483519a0c
2136,Butterflies,Hippos,Blackbirds,Butterflies,,Blackbirds,1,6071e7e8f858a84483519a0c
2137,Storks,Panties,Zeppelins,Storks,,Zeppelins,1,6071e7e8f858a84483519a0c
2138,Swallows,Piranhas,Rockets,Swallows,,Rockets,0,6071e7e8f858a84483519a0c
2139,Woodpeckers,Hedgehogs,Bumblebees,Woodpeckers,,Bumblebees,0,6071e7e8f858a84483519a0c
2140,Zeppelins,Guitars,Bumblebees,Zeppelins,,Bumblebees,1,6071e7e8f858a84483519a0c
2141,Robins,Snakes,Helicopters,Robins,,Helicopters,1,6071e7e8f858a84483519a0c
2142,Robins,Penguins,Helicopters,Robins,,Helicopters,0,6071e7e8f858a84483519a0c
2143,Pelicans,Elephants,Rockets,Pelicans,,Rockets,1,6071e7e8f858a84483519a0c
2144,Helicopters,Pots,Flies,Helicopters,,Flies,1,6071e7e8f858a84483519a0c
2145,Blackbirds,Bras,Airplanes,Blackbirds,,Airplanes,1,6071e7e8f858a84483519a0c
2146,Cuckoos,Go-carts,(Hot Air) balloons,Cuckoos,,(Hot Air) balloons,0,6071e7e8f858a84483519a0c
2148,Eagles,Clarinets,Airplanes,Eagles,,Airplanes,1,6071e7e8f858a84483519a0c
2149,Bats,Iguanas,Butterflies,Bats,,Butterflies,0,6071e7e8f858a84483519a0c
2150,Owls,Rhinos,Wasps,Owls,,Wasps,1,6071e7e8f858a84483519a0c
2151,(Hot Air) balloons,Elephants,Bumblebees,(Hot Air) balloons,,Bumblebees,1,6071e7e8f858a84483519a0c
2152,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,1,6071e7e8f858a84483519a0c
2153,Horseflies,Pan flutes,(Hot Air) balloons,Horseflies,,(Hot Air) balloons,1,6071e7e8f858a84483519a0c
2154,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,1,6071e7e8f858a84483519a0c
2156,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,1,6071e7e8f858a84483519a0c
2157,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,0,6071e7e8f858a84483519a0c
2159,Eagles,Wolves,Flies,Eagles,,Flies,1,6071e7e8f858a84483519a0c
2160,Mosquitoes,Toads,Pheasants,Mosquitoes,,Pheasants,1,6071e7e8f858a84483519a0c
2161,Falcons,Ducks,(Hot Air) balloons,Falcons,,(Hot Air) balloons,0,6071e7e8f858a84483519a0c
2162,Swallows,Llamas,Helicopters,Swallows,,Helicopters,1,6071e7e8f858a84483519a0c
2163,Magpies,Turtles,Zeppelins,Magpies,,Zeppelins,1,6071e7e8f858a84483519a0c
2164,Magpies,Carp,Zeppelins,Magpies,,Zeppelins,1,6071e7e8f858a84483519a0c
2165,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,6071e7e8f858a84483519a0c
2166,Rockets,Colanders,Flies,Rockets,,Flies,1,6071e7e8f858a84483519a0c
2167,Eagles,Cobras,Bats,Eagles,,Bats,1,6071e7e8f858a84483519a0c
2168,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,1,6071e7e8f858a84483519a0c
2169,Sparrows,Saws,Rockets,Sparrows,,Rockets,1,6071e7e8f858a84483519a0c
2170,Cuckoos,Lizards,Horseflies,Cuckoos,,Horseflies,1,7164-2513-2625
2171,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,0,7164-2513-2625
2172,Herons,Pigs,Airplanes,Herons,,Airplanes,0,7164-2513-2625
2173,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,7164-2513-2625
2174,Robins,Snakes,Helicopters,Robins,,Helicopters,0,7164-2513-2625
2175,Bees,Llamas,Cuckoos,Bees,,Cuckoos,0,7164-2513-2625
2176,Swallows,Llamas,Helicopters,Swallows,,Helicopters,0,7164-2513-2625
2177,Horseflies,Salamanders,Eagles,Horseflies,,Eagles,0,7164-2513-2625
2178,Swallows,Wolves,Wasps,Swallows,,Wasps,0,7164-2513-2625
2179,Doves,Dolphins,Helicopters,Doves,,Helicopters,0,7164-2513-2625
2180,Bees,Grasshoppers,Airplanes,Bees,,Airplanes,0,7164-2513-2625
2181,Parakeets,Alligators,Zeppelins,Parakeets,,Zeppelins,0,7164-2513-2625
2182,Moths,Sheep,Storks,Moths,,Storks,0,7164-2513-2625
2183,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,0,7164-2513-2625
2184,Storks,Panties,Zeppelins,Storks,,Zeppelins,0,7164-2513-2625
2185,Parrots,Trumpets,Airplanes,Parrots,,Airplanes,0,7164-2513-2625
2186,Flies,Rays,Parakeets,Flies,,Parakeets,0,7164-2513-2625
2187,Owls,Rhinos,Wasps,Owls,,Wasps,0,7164-2513-2625
2188,Owls,Caimans,Zeppelins,Owls,,Zeppelins,0,7164-2513-2625
2189,Sparrows,Saws,Rockets,Sparrows,,Rockets,0,7164-2513-2625
2190,Pelicans,Ducks,Wasps,Pelicans,,Wasps,0,7164-2513-2625
2191,Swallows,Piranhas,Rockets,Swallows,,Rockets,0,7164-2513-2625
2192,Herons,Sheep,Airplanes,Herons,,Airplanes,0,7164-2513-2625
2193,Horseflies,Swordfish,Rockets,Horseflies,,Rockets,0,7164-2513-2625
2195,Woodpeckers,Ducks,Bats,Woodpeckers,,Bats,0,7164-2513-2625
2196,Fruit Flies,Beetles,Crows,Fruit Flies,,Crows,0,7164-2513-2625
2197,Helicopters,Pots,Flies,Helicopters,,Flies,0,7164-2513-2625
2198,Airplanes,Rhinos,Crows,Airplanes,,Crows,0,7164-2513-2625
2199,Cuckoos,Turkeys,Helicopters,Cuckoos,,Helicopters,0,7164-2513-2625
2200,Seagulls,Pistols,Zeppelins,Seagulls,,Zeppelins,0,7164-2513-2625
2201,Robins,Turkeys,Mosquitoes,Robins,,Mosquitoes,0,7164-2513-2625
2202,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,0,7164-2513-2625
2203,Moths,Rabbits,Helicopters,Moths,,Helicopters,0,7164-2513-2625
2204,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,0,7164-2513-2625
2240,Bumblebees,Toads,Pelicans,Bumblebees,,Pelicans,0,669864e93f0ed6ee2a5d5cf8
2241,Flies,Rays,Parakeets,Flies,,Parakeets,0,669864e93f0ed6ee2a5d5cf8
2242,Sparrows,Saws,Rockets,Sparrows,,Rockets,0,669864e93f0ed6ee2a5d5cf8
2243,Falcons,Snakes,Helicopters,Falcons,,Helicopters,0,669864e93f0ed6ee2a5d5cf8
2244,Bumblebees,Tortoises,Rockets,Bumblebees,,Rockets,0,669864e93f0ed6ee2a5d5cf8
2245,Blackbirds,Hats,Airplanes,Blackbirds,,Airplanes,0,669864e93f0ed6ee2a5d5cf8
2246,Owls,Monkeys,Mosquitoes,Owls,,Mosquitoes,0,669864e93f0ed6ee2a5d5cf8
2247,Woodpeckers,Hedgehogs,Dragonflies,Woodpeckers,,Dragonflies,0,669864e93f0ed6ee2a5d5cf8
2248,Woodpeckers,Alligators,(Hot Air) balloons,Woodpeckers,,(Hot Air) balloons,0,669864e93f0ed6ee2a5d5cf8
