,Premise 1,Premise 2,Premise 3,Conclusion,Dataset,Human,Overlap (Bhatia),GPT-3.5,GPT-4,SCM (Han)
622,magpie,,,swan,Han - Exp 2,26.857142857142858,,50.0,55.0,8.198529411764707
623,magpie,,,turkey,Han - Exp 2,50.26315789473684,,50.0,55.0,8.669117647058824
624,magpie,,,woodpecker,Han - Exp 2,55.1764705882353,,50.0,65.0,11.639705882352942
625,magpie,chicken,,turkey,Han - Exp 2,67.2,,90.0,85.0,14.118872549019608
626,magpie,crow,,swan,Han - Exp 2,40.0,,70.0,70.0,8.76593137254902
627,magpie,duck,,turkey,Han - Exp 2,50.333333333333336,,80.0,85.0,12.36519607843137
628,magpie,heron,,crow,Han - Exp 2,67.0,,90.0,85.0,13.301470588235292
629,magpie,heron,,stork,Han - Exp 2,70.44444444444444,,90.0,85.0,13.360294117647058
630,mouse,,,cat,Han - Exp 2,40.25,,50.0,55.0,7.407894736842104
631,mouse,,,dog,Han - Exp 2,33.55555555555556,,50.0,65.0,6.907894736842104
632,mouse,,,elephant,Han - Exp 2,36.0,,10.0,50.0,5.934210526315789
633,mouse,,,giraffe,Han - Exp 2,21.0,,10.0,50.0,5.9605263157894735
634,mouse,,,hamster,Han - Exp 2,74.0,,90.0,80.0,10.276315789473683
635,mouse,,,hippopotamus,Han - Exp 2,38.11111111111112,,10.0,50.0,6.171052631578947
636,mouse,,,rabbit,Han - Exp 2,60.625,,50.0,65.0,7.75
637,mouse,,,wolf,Han - Exp 2,35.333333333333336,,50.0,50.0,6.302631578947368
638,mouse,beaver,,giraffe,Han - Exp 2,42.875,,10.0,60.0,7.076754385964912
639,mouse,beaver,,hamster,Han - Exp 2,66.0,,90.0,85.0,10.99780701754386
640,mouse,hedgehog,,elephant,Han - Exp 2,41.8,,10.0,65.0,6.927631578947368
641,mouse,hedgehog,,wolf,Han - Exp 2,44.11111111111112,,50.0,70.0,6.717105263157895
642,mouse,lion,,dog,Han - Exp 2,52.77777777777778,,80.0,85.0,9.76206140350877
643,motorbike,,,bicycle,Han - Exp 2,60.5,,90.0,70.0,11.1125
644,motorbike,,,bus,Han - Exp 2,44.11764705882353,,50.0,60.0,7.9125
645,motorbike,,,carriage,Han - Exp 2,43.6,,50.0,40.0,7.379166666666667
646,motorbike,,,car,Han - Exp 2,56.36666666666667,,100.0,70.0,8.412500000000001
647,motorbike,,,jeep,Han - Exp 2,63.5,,50.0,65.0,7.845833333333334
648,motorbike,,,rocket,Han - Exp 2,32.5,,20.0,35.0,6.479166666666669
649,motorbike,,,train,Han - Exp 2,41.55,,10.0,40.0,7.2125
650,motorbike,bus,,train,Han - Exp 2,54.1,,75.0,85.0,11.819444444444446
651,motorbike,carriage,,rocket,Han - Exp 2,32.6,,50.0,60.0,7.525
652,motorbike,car,,jeep,Han - Exp 2,87.375,,100.0,90.0,14.029166666666669
653,motorbike,cart,,carriage,Han - Exp 2,69.3,,100.0,80.0,12.397222222222222
654,ostrich,,,blackbird,Han - Exp 2,47.6875,,20.0,65.0,6.889705882352941
655,ostrich,,,canary,Han - Exp 2,47.03703703703704,,20.0,65.0,6.919117647058823
656,ostrich,,,crow,Han - Exp 2,46.44444444444444,,20.0,65.0,8.125
657,ostrich,,,duck,Han - Exp 2,41.25,,20.0,65.0,7.713235294117647
658,ostrich,,,magpie,Han - Exp 2,47.44444444444444,,20.0,65.0,7.448529411764706
659,ostrich,,,pelican,Han - Exp 2,38.285714285714285,,20.0,65.0,8.742647058823529
660,ostrich,,,robin,Han - Exp 2,56.22222222222222,,10.0,65.0,6.9485294117647065
661,ostrich,,,sparrow,Han - Exp 2,39.61111111111112,,10.0,65.0,7.066176470588236
662,ostrich,,,stork,Han - Exp 2,60.25,,50.0,65.0,9.419117647058822
663,ostrich,,,swallow,Han - Exp 2,42.64705882352941,,10.0,55.0,7.654411764705882
664,ostrich,blackbird,,swallow,Han - Exp 2,65.77777777777777,,80.0,85.0,11.43872549019608
665,ostrich,chicken,,pelican,Han - Exp 2,38.71428571428572,,80.0,85.0,9.970588235294116
666,ostrich,dove,,duck,Han - Exp 2,71.625,,80.0,85.0,10.964460784313726
667,ostrich,duck,,magpie,Han - Exp 2,56.333333333333336,,70.0,85.0,9.14828431372549
668,ostrich,duck,,stork,Han - Exp 2,76.875,,80.0,85.0,10.41299019607843
669,ostrich,eagle,,blackbird,Han - Exp 2,77.625,,80.0,85.0,8.155637254901961
670,parrot,,,crow,Han - Exp 2,58.44444444444444,,70.0,70.0,9.122549019607842
671,parrot,,,dove,Han - Exp 2,53.55555555555556,,80.0,70.0,9.09313725490196
672,parrot,,,duck,Han - Exp 2,59.125,,10.0,65.0,8.034313725490197
673,parrot,,,eagle,Han - Exp 2,50.6875,,20.0,70.0,8.769607843137255
674,parrot,,,falcon,Han - Exp 2,53.0,,50.0,70.0,8.799019607843137
675,parrot,,,ostrich,Han - Exp 2,40.0,,10.0,65.0,8.063725490196077
676,parrot,,,rooster,Han - Exp 2,48.05882352941177,,50.0,70.0,9.181372549019608
677,parrot,,,sparrow,Han - Exp 2,51.875,,50.0,75.0,7.975490196078431
678,parrot,,,turkey,Han - Exp 2,43.125,,50.0,65.0,8.32843137254902
679,parrot,,,vulture,Han - Exp 2,42.5,,50.0,65.0,8.534313725490197
680,parrot,blackbird,,ostrich,Han - Exp 2,51.22222222222222,,50.0,85.0,8.875
681,parrot,chicken,,rooster,Han - Exp 2,72.55555555555556,,100.0,95.0,14.079656862745097
682,parrot,chicken,,turkey,Han - Exp 2,77.5,,100.0,85.0,13.550245098039213
683,parrot,duck,,sparrow,Han - Exp 2,70.44444444444444,,80.0,85.0,8.830882352941176
684,parrot,eagle,,falcon,Han - Exp 2,66.3,,90.0,85.0,12.854166666666668
685,parrot,eagle,,vulture,Han - Exp 2,78.75,,100.0,85.0,12.618872549019608
686,peacock,,,duck,Han - Exp 2,56.5,,50.0,65.0,9.040441176470589
687,peacock,,,rooster,Han - Exp 2,59.8125,,80.0,75.0,10.275735294117649
688,peacock,,,seagull,Han - Exp 2,43.5625,,20.0,55.0,8.863970588235293
689,peacock,,,turkey,Han - Exp 2,61.9,,50.0,75.0,10.922794117647058
690,pelican,,,canary,Han - Exp 2,56.47058823529412,,10.0,65.0,7.705882352941178
691,pelican,,,dove,Han - Exp 2,62.22222222222222,,50.0,65.0,8.058823529411764
692,pelican,,,heron,Han - Exp 2,68.94444444444444,,80.0,75.0,10.352941176470589
693,pelican,,,parrot,Han - Exp 2,44.5,,20.0,65.0,8.97058823529412
694,pelican,,,sparrow,Han - Exp 2,34.75,,20.0,65.0,7.500000000000001
695,pelican,blackbird,,sparrow,Han - Exp 2,58.0,,80.0,85.0,12.725490196078432
696,pelican,falcon,,canary,Han - Exp 2,69.75,,50.0,85.0,8.855392156862745
697,pelican,falcon,,heron,Han - Exp 2,65.88888888888889,,80.0,85.0,11.29656862745098
698,pelican,heron,,dove,Han - Exp 2,75.0,,80.0,70.0,9.18872549019608
699,pelican,ostrich,,canary,Han - Exp 2,54.333333333333336,,20.0,85.0,8.014705882352942
700,rabbit,,,fox,Han - Exp 2,53.6,,50.0,55.0,7.985745614035087
701,rabbit,,,hippopotamus,Han - Exp 2,26.0,,10.0,50.0,6.827850877192983
702,rabbit,,,horse,Han - Exp 2,27.5,,20.0,55.0,7.0910087719298245
703,rabbit,,,lion,Han - Exp 2,41.375,,10.0,50.0,7.012061403508772
704,rabbit,,,rhinoceros,Han - Exp 2,24.57894736842105,,10.0,50.0,6.827850877192984
705,rabbit,,,tiger,Han - Exp 2,31.625,,10.0,50.0,7.275219298245615
706,rabbit,deer,,fox,Han - Exp 2,68.6,,80.0,70.0,9.610745614035087
707,rabbit,deer,,rhinoceros,Han - Exp 2,51.44444444444444,,80.0,60.0,9.216008771929824
708,rabbit,mouse,,hippopotamus,Han - Exp 2,31.444444444444443,,10.0,60.0,7.0866228070175445
709,rhinoceros,,,mouse,Han - Exp 2,27.83333333333333,,10.0,50.0,6.3125
710,rhinoceros,,,rabbit,Han - Exp 2,39.11111111111112,,10.0,50.0,6.891447368421053
711,rhinoceros,,,squirrel,Han - Exp 2,26.0,,10.0,50.0,6.707236842105264
712,rhinoceros,,,wolf,Han - Exp 2,30.392857142857142,,20.0,50.0,7.628289473684211
713,rhinoceros,dromedary,,mouse,Han - Exp 2,45.55555555555556,,10.0,60.0,6.946271929824562
714,rhinoceros,elephant,,squirrel,Han - Exp 2,33.5,,10.0,60.0,6.987938596491228
715,rhinoceros,elephant,,wolf,Han - Exp 2,47.0,,0.0,60.0,7.908991228070175
716,rhinoceros,hippopotamus,,rabbit,Han - Exp 2,40.22222222222222,,0.0,50.0,7.182017543859648
717,robin,,,dove,Han - Exp 2,69.55555555555556,,70.0,75.0,10.197303921568627
718,robin,,,eagle,Han - Exp 2,54.4,,50.0,70.0,7.697303921568627
719,robin,,,falcon,Han - Exp 2,53.36,,80.0,70.0,7.962009803921568
720,robin,,,heron,Han - Exp 2,60.333333333333336,,30.0,65.0,7.726715686274509
721,robin,,,parrot,Han - Exp 2,60.11111111111112,,50.0,70.0,8.785539215686274
722,robin,,,peacock,Han - Exp 2,44.44444444444444,,50.0,65.0,8.197303921568627
723,robin,,,pelican,Han - Exp 2,51.375,,20.0,65.0,7.638480392156863
724,robin,,,rooster,Han - Exp 2,47.0,,90.0,70.0,8.314950980392156
725,robin,,,sparrow,Han - Exp 2,79.5,,80.0,75.0,12.197303921568627
726,robin,blackbird,,rooster,Han - Exp 2,58.1,,100.0,85.0,8.887254901960784
727,robin,canary,,eagle,Han - Exp 2,59.6,,80.0,85.0,7.969362745098039
728,robin,canary,,falcon,Han - Exp 2,46.375,,80.0,85.0,8.23406862745098
729,robin,falcon,,sparrow,Han - Exp 2,71.25,,90.0,85.0,13.188725490196076
730,robin,parrot,,dove,Han - Exp 2,69.88888888888889,,90.0,85.0,10.911764705882351
731,rocket,,,airplane,Han - Exp 2,51.85714285714285,,20.0,70.0,9.161111111111111
732,rocket,,,bicycle,Han - Exp 2,20.60869565217392,,0.0,30.0,5.427777777777778
733,rocket,,,submarine,Han - Exp 2,42.4,,10.0,40.0,6.894444444444444
734,rocket,,,tram,Han - Exp 2,32.44444444444444,,0.0,30.0,5.794444444444444
735,rocket,bus,,airplane,Han - Exp 2,48.42857142857143,,80.0,80.0,11.144444444444446
736,rocket,carriage,,bicycle,Han - Exp 2,34.285714285714285,,50.0,60.0,9.393055555555556
737,rocket,carriage,,submarine,Han - Exp 2,50.9,,0.0,60.0,8.726388888888888
738,rocket,helicopter,,tram,Han - Exp 2,33.6,,0.0,40.0,6.673611111111112
739,rooster,,,blackbird,Han - Exp 2,56.125,,50.0,65.0,8.454656862745098
740,rooster,,,chicken,Han - Exp 2,79.33333333333333,,100.0,95.0,13.278186274509803
741,rooster,,,eagle,Han - Exp 2,55.11111111111112,,50.0,65.0,8.219362745098039
742,rooster,,,parrot,Han - Exp 2,52.47368421052632,,50.0,65.0,9.21936274509804
743,rooster,,,robin,Han - Exp 2,44.0,,50.0,65.0,8.425245098039216
744,rooster,chicken,,blackbird,Han - Exp 2,69.5,,90.0,70.0,9.104166666666666
745,rooster,dove,,robin,Han - Exp 2,51.5,,80.0,85.0,11.232843137254902
746,rooster,magpie,,chicken,Han - Exp 2,74.75,,100.0,90.0,14.416666666666666
747,rooster,robin,,parrot,Han - Exp 2,60.44444444444444,,80.0,85.0,10.022058823529411
748,seagull,,,eagle,Han - Exp 2,64.47058823529412,,80.0,70.0,9.291666666666668
749,seagull,,,falcon,Han - Exp 2,62.44444444444444,,70.0,70.0,9.379901960784313
750,seagull,,,robin,Han - Exp 2,49.625,,50.0,70.0,9.144607843137257
751,seagull,,,rooster,Han - Exp 2,44.77777777777778,,50.0,70.0,8.762254901960784
752,seagull,,,stork,Han - Exp 2,66.88888888888889,,50.0,70.0,9.70343137254902
753,seagull,,,turkey,Han - Exp 2,40.7,,50.0,65.0,8.732843137254902
754,seagull,canary,,stork,Han - Exp 2,60.888888888888886,,80.0,85.0,10.275735294117649
755,seagull,chicken,,rooster,Han - Exp 2,77.66666666666667,,100.0,95.0,14.38112745098039
756,seagull,magpie,,falcon,Han - Exp 2,60.11111111111112,,80.0,85.0,10.107843137254903
757,seagull,peacock,,turkey,Han - Exp 2,61.2,,80.0,85.0,11.723039215686274
758,seagull,rooster,,eagle,Han - Exp 2,64.33333333333333,,80.0,85.0,9.974264705882357
759,sheep,,,beaver,Han - Exp 2,27.2,,10.0,50.0,7.551535087719299
760,sheep,,,deer,Han - Exp 2,52.22222222222222,,50.0,65.0,8.31469298245614
761,sheep,,,elephant,Han - Exp 2,35.10526315789474,,10.0,50.0,7.446271929824562
762,sheep,,,hedgehog,Han - Exp 2,42.77777777777778,,20.0,50.0,7.3936403508771935
763,sheep,,,llama,Han - Exp 2,60.73333333333333,,80.0,70.0,9.551535087719298
764,sheep,,,mouse,Han - Exp 2,27.0,,10.0,65.0,7.788377192982456
765,sheep,,,rabbit,Han - Exp 2,41.27777777777778,,20.0,65.0,8.630482456140351
766,sheep,cat,,llama,Han - Exp 2,67.3,,80.0,70.0,10.339912280701752
767,sheep,cow,,mouse,Han - Exp 2,37.6,,10.0,70.0,8.485745614035089
768,sheep,dog,,rabbit,Han - Exp 2,45.4,,80.0,85.0,9.408991228070176
769,sheep,elephant,,hedgehog,Han - Exp 2,59.44444444444444,,50.0,65.0,8.031798245614036
770,sheep,giraffe,,elephant,Han - Exp 2,65.4,,50.0,70.0,9.712719298245617
771,sheep,hedgehog,,elephant,Han - Exp 2,41.55555555555556,,10.0,70.0,7.899122807017544
772,sheep,hippopotamus,,deer,Han - Exp 2,54.0,,80.0,70.0,9.083333333333334
773,skateboard,,,cart,Han - Exp 2,54.9,,50.0,65.0,6.811111111111112
774,skateboard,,,helicopter,Han - Exp 2,22.0,,10.0,25.0,5.377777777777778
775,skateboard,,,rocket,Han - Exp 2,22.125,,10.0,20.0,5.5777777777777775
776,skateboard,,,tractor,Han - Exp 2,32.8,,10.0,30.0,5.611111111111111
777,skateboard,,,zeppelin,Han - Exp 2,23.47058823529412,,0.0,25.0,5.2444444444444445
778,skateboard,helicopter,,zeppelin,Han - Exp 2,43.0,,50.0,60.0,9.745833333333334
779,skateboard,jeep,,tractor,Han - Exp 2,68.0,,50.0,80.0,10.381944444444445
780,sled,,,bicycle,Han - Exp 2,44.375,,0.0,60.0,6.716666666666667
781,sled,,,bus,Han - Exp 2,23.625,,0.0,40.0,6.283333333333334
782,sled,,,trailer,Han - Exp 2,29.25,,20.0,40.0,6.783333333333334
783,sled,,,helicopter,Han - Exp 2,27.4,,0.0,30.0,5.8500000000000005
784,sled,,,tractor,Han - Exp 2,19.3,,10.0,40.0,6.050000000000001
785,sled,carriage,,tractor,Han - Exp 2,47.9,,50.0,60.0,9.061111111111112
786,sled,motorbike,,bicycle,Han - Exp 2,71.875,,100.0,80.0,11.731944444444444
787,sled,rocket,,bicycle,Han - Exp 2,40.125,,0.0,80.0,7.476388888888889
788,sled,skateboard,,helicopter,Han - Exp 2,32.0,,0.0,40.0,6.136111111111111
789,sparrow,,,canary,Han - Exp 2,63.71428571428572,,90.0,80.0,11.43627450980392
790,sparrow,,,chicken,Han - Exp 2,47.22222222222222,,80.0,75.0,8.906862745098039
791,sparrow,,,heron,Han - Exp 2,57.22222222222222,,30.0,65.0,8.495098039215685
792,sparrow,,,pelican,Han - Exp 2,46.875,,50.0,65.0,7.583333333333333
793,sparrow,,,robin,Han - Exp 2,68.6,,80.0,80.0,12.348039215686274
794,sparrow,,,rooster,Han - Exp 2,40.285714285714285,,80.0,75.0,8.318627450980392
795,sparrow,canary,,pelican,Han - Exp 2,49.625,,80.0,85.0,8.087009803921568
796,sparrow,chicken,,canary,Han - Exp 2,62.85714285714285,,100.0,85.0,12.528186274509803
797,sparrow,chicken,,robin,Han - Exp 2,70.5,,90.0,85.0,13.439950980392156
798,sparrow,falcon,,robin,Han - Exp 2,68.77777777777777,,90.0,85.0,13.270833333333334
799,sparrow,peacock,,rooster,Han - Exp 2,50.42857142857143,,90.0,85.0,11.216911764705882
800,sparrow,robin,,heron,Han - Exp 2,67.66666666666667,,70.0,85.0,8.70343137254902
801,sparrow,robin,,pelican,Han - Exp 2,57.125,,80.0,85.0,7.997549019607844
802,sparrow,seagull,,robin,Han - Exp 2,79.375,,90.0,85.0,13.242647058823527
803,squirrel,,,cat,Han - Exp 2,30.2,,20.0,65.0,8.210526315789474
804,squirrel,,,horse,Han - Exp 2,24.25,,10.0,50.0,7.052631578947368
805,squirrel,,,lion,Han - Exp 2,24.166666666666668,,10.0,50.0,6.7631578947368425
806,squirrel,,,rabbit,Han - Exp 2,76.75,,50.0,65.0,9.342105263157896
807,squirrel,,,rhinoceros,Han - Exp 2,18.5,,10.0,50.0,6.473684210526317
808,squirrel,,,tiger,Han - Exp 2,30.75,,10.0,50.0,7.052631578947368
809,squirrel,,,wolf,Han - Exp 2,31.166666666666668,,10.0,50.0,7.578947368421053
810,squirrel,,,zebra,Han - Exp 2,30.96296296296296,,10.0,50.0,6.842105263157895
811,squirrel,fox,,wolf,Han - Exp 2,56.22222222222222,,80.0,70.0,11.847587719298248
812,squirrel,hamster,,lion,Han - Exp 2,28.7,,10.0,60.0,7.114035087719299
813,squirrel,horse,,zebra,Han - Exp 2,82.125,,80.0,85.0,13.018640350877194
814,squirrel,llama,,zebra,Han - Exp 2,64.0,,50.0,70.0,10.696271929824562
815,squirrel,mouse,,rabbit,Han - Exp 2,71.625,,80.0,85.0,9.603070175438596
816,squirrel,rabbit,,horse,Han - Exp 2,55.375,,50.0,65.0,7.490131578947369
817,squirrel,rabbit,,rhinoceros,Han - Exp 2,32.5,,50.0,40.0,7.095394736842107
818,squirrel,rabbit,,tiger,Han - Exp 2,40.875,,20.0,60.0,7.542763157894738
819,stork,,,blackbird,Han - Exp 2,55.375,,20.0,65.0,7.725490196078431
820,stork,,,canary,Han - Exp 2,51.63157894736842,,20.0,65.0,7.549019607843138
821,stork,,,eagle,Han - Exp 2,51.75,,50.0,70.0,9.372549019607842
822,stork,,,ostrich,Han - Exp 2,57.11111111111112,,20.0,65.0,9.813725490196076
823,stork,,,pelican,Han - Exp 2,76.625,,80.0,75.0,11.519607843137257
824,stork,,,robin,Han - Exp 2,47.888888888888886,,50.0,70.0,7.519607843137255
825,stork,,,rooster,Han - Exp 2,65.875,,10.0,65.0,7.519607843137255
826,stork,,,turkey,Han - Exp 2,43.5,,50.0,65.0,8.813725490196077
827,stork,blackbird,,canary,Han - Exp 2,57.7,,80.0,85.0,11.284313725490197
828,stork,chicken,,rooster,Han - Exp 2,78.875,,100.0,95.0,14.372549019607842
829,stork,duck,,eagle,Han - Exp 2,47.25,,80.0,85.0,10.205882352941176
830,stork,duck,,pelican,Han - Exp 2,76.77777777777777,,100.0,85.0,12.352941176470589
831,stork,eagle,,turkey,Han - Exp 2,72.875,,80.0,85.0,9.46936274509804
832,stork,heron,,ostrich,Han - Exp 2,62.888888888888886,,80.0,70.0,10.438725490196076
833,stork,ostrich,,canary,Han - Exp 2,50.888888888888886,,50.0,85.0,7.870098039215686
834,stork,ostrich,,robin,Han - Exp 2,65.88888888888889,,50.0,85.0,7.840686274509803
835,submarine,,,boat,Han - Exp 2,72.96153846153847,,100.0,70.0,10.233333333333333
836,submarine,,,trailer,Han - Exp 2,32.5,,0.0,35.0,6.399999999999999
837,submarine,,,car,Han - Exp 2,39.375,,0.0,40.0,6.533333333333332
838,submarine,,,motorbike,Han - Exp 2,24.5,,0.0,30.0,5.666666666666666
839,submarine,,,sled,Han - Exp 2,22.8,,0.0,30.0,5.399999999999999
840,submarine,,,tractor,Han - Exp 2,29.45,,0.0,40.0,5.866666666666665
841,submarine,,,van,Han - Exp 2,25.8,,0.0,35.0,6.133333333333333
842,submarine,boat,,tractor,Han - Exp 2,45.6,,50.0,40.0,6.781944444444444
843,submarine,boat,,van,Han - Exp 2,34.2,,0.0,40.0,7.215277777777777
844,submarine,bus,,boat,Han - Exp 2,63.1,,100.0,80.0,12.10972222222222
845,submarine,cart,,sled,Han - Exp 2,41.0,,0.0,60.0,10.772222222222222
846,submarine,hovercraft,,motorbike,Han - Exp 2,43.75,,0.0,40.0,6.430555555555555
847,submarine,hovercraft,,tractor,Han - Exp 2,50.0,,0.0,60.0,6.530555555555556
848,submarine,jeep,,car,Han - Exp 2,63.75,,100.0,90.0,13.618055555555555
849,swallow,,,blackbird,Han - Exp 2,61.3125,,50.0,70.0,10.78063725490196
850,swallow,,,chicken,Han - Exp 2,60.888888888888886,,50.0,65.0,8.39828431372549
851,swallow,,,duck,Han - Exp 2,53.72222222222222,,50.0,65.0,9.01593137254902
852,swallow,,,peacock,Han - Exp 2,42.23529411764706,,10.0,65.0,9.01593137254902
853,swallow,,,seagull,Han - Exp 2,54.4375,,70.0,70.0,11.339460784313726
854,swallow,,,sparrow,Han - Exp 2,66.8125,,80.0,75.0,9.957107843137257
855,swallow,dove,,peacock,Han - Exp 2,51.0,,80.0,85.0,10.167892156862743
856,swallow,duck,,chicken,Han - Exp 2,68.0,,80.0,85.0,11.904411764705882
857,swallow,heron,,sparrow,Han - Exp 2,56.25,,90.0,85.0,10.742647058823527
858,swallow,peacock,,seagull,Han - Exp 2,52.42857142857143,,70.0,85.0,12.009803921568627
859,swallow,robin,,peacock,Han - Exp 2,53.22222222222222,,80.0,85.0,9.495098039215687
860,swallow,stork,,blackbird,Han - Exp 2,73.125,,80.0,85.0,11.507352941176473
861,swan,,,blackbird,Han - Exp 2,56.66666666666666,,50.0,70.0,7.9558823529411775
862,swan,,,chicken,Han - Exp 2,49.42857142857143,,20.0,70.0,8.955882352941178
863,swan,,,crow,Han - Exp 2,53.75,,50.0,65.0,7.926470588235293
864,swan,,,dove,Han - Exp 2,57.5,,70.0,70.0,8.779411764705882
865,swan,,,duck,Han - Exp 2,78.23076923076923,,80.0,90.0,12.132352941176473
866,swan,,,eagle,Han - Exp 2,42.5,,50.0,65.0,7.808823529411764
867,swan,,,sparrow,Han - Exp 2,56.125,,10.0,65.0,7.867647058823529
868,swan,,,woodpecker,Han - Exp 2,45.94736842105263,,20.0,65.0,8.161764705882353
869,swan,canary,,eagle,Han - Exp 2,40.625,,80.0,85.0,8.718137254901961
870,swan,heron,,dove,Han - Exp 2,73.625,,80.0,85.0,9.662990196078432
871,swan,magpie,,blackbird,Han - Exp 2,69.44444444444444,,80.0,85.0,12.868872549019606
872,swan,magpie,,duck,Han - Exp 2,70.44444444444444,,80.0,85.0,13.457107843137257
873,swan,ostrich,,crow,Han - Exp 2,68.0,,50.0,85.0,8.92156862745098
874,swan,parrot,,duck,Han - Exp 2,67.75,,80.0,85.0,12.90686274509804
875,swan,parrot,,eagle,Han - Exp 2,73.0,,80.0,85.0,9.524509803921568
876,swan,peacock,,duck,Han - Exp 2,67.875,,80.0,85.0,12.78186274509804
877,swan,rooster,,chicken,Han - Exp 2,73.85714285714286,,100.0,90.0,14.033088235294116
878,swan,swallow,,duck,Han - Exp 2,69.55555555555556,,80.0,85.0,13.268382352941178
879,taxi,,,car,Han - Exp 2,87.55555555555556,,100.0,90.0,13.49861111111111
880,taxi,,,cart,Han - Exp 2,53.3,,80.0,60.0,9.165277777777778
881,taxi,,,train,Han - Exp 2,52.6,,0.0,40.0,8.765277777777778
882,taxi,boat,,cart,Han - Exp 2,58.0,,50.0,60.0,9.879166666666666
883,taxi,motorbike,,car,Han - Exp 2,86.6,,100.0,90.0,14.176388888888884
884,tiger,,,cat,Han - Exp 2,81.14814814814815,,100.0,90.0,11.66666666666667
885,tiger,,,donkey,Han - Exp 2,41.11111111111112,,10.0,50.0,8.37719298245614
886,tiger,,,lion,Han - Exp 2,83.05882352941177,,90.0,90.0,11.719298245614034
887,tiger,,,mouse,Han - Exp 2,25.33333333333333,,10.0,50.0,7.140350877192983
888,tiger,,,rhinoceros,Han - Exp 2,48.64705882352941,,20.0,50.0,9.035087719298248
889,tiger,,,squirrel,Han - Exp 2,22.83333333333333,,10.0,55.0,7.666666666666667
890,tiger,cat,,lion,Han - Exp 2,92.22222222222224,,100.0,90.0,12.225877192982455
891,tiger,deer,,squirrel,Han - Exp 2,43.0,,50.0,70.0,8.639254385964913
892,tiger,giraffe,,mouse,Han - Exp 2,32.0,,10.0,70.0,7.594298245614035
893,tiger,hamster,,cat,Han - Exp 2,70.11111111111111,,100.0,85.0,12.553728070175438
894,tiger,hippopotamus,,rhinoceros,Han - Exp 2,73.77777777777777,,80.0,85.0,11.798245614035087
895,tiger,horse,,donkey,Han - Exp 2,76.0,,90.0,85.0,13.598684210526317
896,tiger,lion,,squirrel,Han - Exp 2,31.5,,10.0,40.0,7.8826754385964914
897,tiger,llama,,cat,Han - Exp 2,57.0,,100.0,70.0,12.425438596491228
898,tiger,rabbit,,lion,Han - Exp 2,82.0,,100.0,85.0,12.491228070175438
899,tiger,squirrel,,cat,Han - Exp 2,72.5,,100.0,85.0,12.400219298245611
900,tractor,,,cart,Han - Exp 2,46.6,,50.0,60.0,8.330555555555556
901,tractor,,,jeep,Han - Exp 2,58.35714285714285,,50.0,60.0,9.463888888888889
902,tractor,,,van,Han - Exp 2,52.2,,50.0,60.0,8.863888888888889
903,tractor,,,zeppelin,Han - Exp 2,14.0,,0.0,30.0,6.597222222222222
904,tractor,airplane,,jeep,Han - Exp 2,64.375,,80.0,80.0,10.405555555555557
905,tractor,hovercraft,,van,Han - Exp 2,59.4,,80.0,60.0,9.670833333333334
906,tractor,skateboard,,cart,Han - Exp 2,58.4,,80.0,80.0,8.852777777777778
907,tractor,skateboard,,zeppelin,Han - Exp 2,22.285714285714285,,50.0,50.0,7.1194444444444445
908,train,,,trailer,Han - Exp 2,42.9,,50.0,40.0,8.402777777777779
909,train,,,car,Han - Exp 2,56.5,,50.0,70.0,8.302777777777777
910,train,,,cart,Han - Exp 2,40.5,,50.0,60.0,8.23611111111111
911,train,,,submarine,Han - Exp 2,31.185185185185187,,10.0,40.0,7.436111111111111
912,train,,,tram,Han - Exp 2,76.77777777777777,,90.0,70.0,12.469444444444443
913,train,bicycle,,tram,Han - Exp 2,69.625,,100.0,85.0,13.195833333333336
914,train,boat,,tram,Han - Exp 2,65.8,,90.0,85.0,13.084722222222222
915,train,carriage,,cart,Han - Exp 2,66.25,,100.0,80.0,12.511111111111113
916,train,rocket,,submarine,Han - Exp 2,59.2,,0.0,80.0,8.405555555555555
917,train,taxi,,car,Han - Exp 2,86.625,,100.0,85.0,14.068055555555556
918,tram,,,boat,Han - Exp 2,38.92857142857143,,0.0,40.0,6.783333333333333
919,tram,,,bus,Han - Exp 2,68.1,,80.0,70.0,11.05
920,tram,,,trailer,Han - Exp 2,51.8,,10.0,40.0,7.75
921,tram,,,car,Han - Exp 2,41.25,,50.0,65.0,7.816666666666666
922,tram,,,hovercraft,Han - Exp 2,24.1,,0.0,40.0,7.283333333333333
923,tram,,,jeep,Han - Exp 2,52.375,,50.0,40.0,7.216666666666667
924,tram,,,motorbike,Han - Exp 2,38.75,,20.0,40.0,7.683333333333334
925,tram,,,train,Han - Exp 2,75.43333333333334,,100.0,80.0,12.316666666666666
926,tram,,,truck,Han - Exp 2,53.7,,50.0,60.0,8.55
927,tram,,,van,Han - Exp 2,65.4,,50.0,40.0,8.35
928,tram,airplane,,train,Han - Exp 2,74.9,,100.0,85.0,13.163888888888888
929,tram,bicycle,,boat,Han - Exp 2,55.125,,0.0,60.0,7.5055555555555555
930,tram,boat,,bus,Han - Exp 2,61.5,,50.0,85.0,11.7625
931,tram,boat,,hovercraft,Han - Exp 2,54.5,,100.0,80.0,12.029166666666669
932,tram,bus,,train,Han - Exp 2,79.9,,100.0,85.0,13.206944444444446
